Ground Truth ToA: 58.693233489990234, Coarse ToA: 56.93443298339844, Fine ToA: 74.03768157958984
Ground Truth ToA: 105.6761474609375, Coarse ToA: 102.87521362304688, Fine ToA: 104.3223648071289
Ground Truth ToA: 69.97801971435547, Coarse ToA: 71.46205139160156, Fine ToA: 70.9244155883789
Ground Truth ToA: 111.21695709228516, Coarse ToA: 106.71408081054688, Fine ToA: 105.18452453613281
Ground Truth ToA: 84.4790267944336, Coarse ToA: 81.69644165039062, Fine ToA: 82.02678680419922
Ground Truth ToA: 117.87825775146484, Coarse ToA: 99.32103729248047, Fine ToA: 126.18425750732422
Ground Truth ToA: 107.82726287841797, Coarse ToA: 105.98530578613281, Fine ToA: 106.29219055175781
Ground Truth ToA: 70.53313446044922, Coarse ToA: 74.35794067382812, Fine ToA: 85.5794448852539
Ground Truth ToA: 128.76751708984375, Coarse ToA: 127.45826721191406, Fine ToA: 70.58623504638672
Ground Truth ToA: 117.7770767211914, Coarse ToA: 114.81487274169922, Fine ToA: 114.81288146972656
Ground Truth ToA: 135.75572204589844, Coarse ToA: 132.66339111328125, Fine ToA: 134.3886260986328
Ground Truth ToA: 120.55365753173828, Coarse ToA: 118.0503921508789, Fine ToA: 51.45841979980469
Ground Truth ToA: 53.09201431274414, Coarse ToA: 56.170570373535156, Fine ToA: 55.39800262451172
Ground Truth ToA: 108.56285858154297, Coarse ToA: 108.06389617919922, Fine ToA: 127.91983795166016
Ground Truth ToA: 102.03793334960938, Coarse ToA: 100.89351654052734, Fine ToA: 101.215087890625
Ground Truth ToA: 68.19893646240234, Coarse ToA: 66.05963134765625, Fine ToA: 66.84932708740234
Ground Truth ToA: 135.96263122558594, Coarse ToA: 134.1532745361328, Fine ToA: 134.24008178710938
Ground Truth ToA: 101.95857238769531, Coarse ToA: 102.53186798095703, Fine ToA: 102.51483154296875
Ground Truth ToA: 83.07343292236328, Coarse ToA: 77.66661071777344, Fine ToA: 137.8392791748047
Ground Truth ToA: 135.7282257080078, Coarse ToA: 133.00596618652344, Fine ToA: 132.38211059570312
Ground Truth ToA: 69.48059844970703, Coarse ToA: 71.63957214355469, Fine ToA: 71.70669555664062
Ground Truth ToA: 130.71359252929688, Coarse ToA: 122.16577911376953, Fine ToA: 118.79524230957031
Ground Truth ToA: 66.86544799804688, Coarse ToA: 64.11846923828125, Fine ToA: 64.9866943359375
Ground Truth ToA: 139.9794921875, Coarse ToA: 137.48593139648438, Fine ToA: 137.5351104736328
Ground Truth ToA: 51.01826477050781, Coarse ToA: 51.44157409667969, Fine ToA: 51.1290168762207
Ground Truth ToA: 67.52594757080078, Coarse ToA: 64.35179138183594, Fine ToA: 64.65995788574219
Ground Truth ToA: 83.52665710449219, Coarse ToA: 87.51347351074219, Fine ToA: 85.67459869384766
Ground Truth ToA: 96.4059829711914, Coarse ToA: 93.85318756103516, Fine ToA: 94.50936889648438
Ground Truth ToA: 132.11880493164062, Coarse ToA: 136.1206817626953, Fine ToA: 138.2205810546875
Ground Truth ToA: 141.7848663330078, Coarse ToA: 139.11058044433594, Fine ToA: 139.575927734375
Ground Truth ToA: 144.57456970214844, Coarse ToA: 142.8333740234375, Fine ToA: 142.44068908691406
Ground Truth ToA: 54.66435623168945, Coarse ToA: 53.65126419067383, Fine ToA: 53.7122917175293
Ground Truth ToA: 117.8960189819336, Coarse ToA: 121.67378234863281, Fine ToA: 121.76057434082031
Ground Truth ToA: 145.73558044433594, Coarse ToA: 141.78115844726562, Fine ToA: 145.23822021484375
Ground Truth ToA: 94.74858093261719, Coarse ToA: 96.63716888427734, Fine ToA: 96.53975677490234
Ground Truth ToA: 52.081295013427734, Coarse ToA: 56.95028305053711, Fine ToA: 56.70210266113281
Ground Truth ToA: 52.32175827026367, Coarse ToA: 52.43910217285156, Fine ToA: 51.683719635009766
Ground Truth ToA: 120.7976303100586, Coarse ToA: 118.95138549804688, Fine ToA: 119.84741973876953
Ground Truth ToA: 86.53563690185547, Coarse ToA: 86.07769012451172, Fine ToA: 85.17992401123047
Ground Truth ToA: 98.05762481689453, Coarse ToA: 104.49420166015625, Fine ToA: 103.99097442626953
Ground Truth ToA: 137.3291015625, Coarse ToA: 137.68553161621094, Fine ToA: 135.9350128173828
Ground Truth ToA: 117.02210998535156, Coarse ToA: 117.52393341064453, Fine ToA: 116.54358673095703
Ground Truth ToA: 75.30215454101562, Coarse ToA: 71.3309326171875, Fine ToA: 72.10131072998047
Ground Truth ToA: 133.89564514160156, Coarse ToA: 141.34718322753906, Fine ToA: 141.7445831298828
Ground Truth ToA: 71.43009185791016, Coarse ToA: 68.70320892333984, Fine ToA: 68.68274688720703
Ground Truth ToA: 148.13633728027344, Coarse ToA: 142.31268310546875, Fine ToA: 143.44371032714844
Ground Truth ToA: 84.82867431640625, Coarse ToA: 87.89649963378906, Fine ToA: 87.1536636352539
Ground Truth ToA: 67.21088409423828, Coarse ToA: 59.39491271972656, Fine ToA: 60.22513961791992
Ground Truth ToA: 99.90750122070312, Coarse ToA: 110.38489532470703, Fine ToA: 109.93189239501953
Ground Truth ToA: 143.77151489257812, Coarse ToA: 144.0794219970703, Fine ToA: 145.2057342529297
Ground Truth ToA: 104.65492248535156, Coarse ToA: 104.47676086425781, Fine ToA: 103.20146179199219
Ground Truth ToA: 122.14972686767578, Coarse ToA: 120.93505096435547, Fine ToA: 121.23760223388672
Ground Truth ToA: 108.7214584350586, Coarse ToA: 104.1891098022461, Fine ToA: 107.49840545654297
Ground Truth ToA: 94.11458587646484, Coarse ToA: 91.77271270751953, Fine ToA: 91.85189819335938
Ground Truth ToA: 124.83699798583984, Coarse ToA: 121.7326889038086, Fine ToA: 122.25994110107422
Ground Truth ToA: 135.90003967285156, Coarse ToA: 132.8186798095703, Fine ToA: 133.25936889648438
Ground Truth ToA: 59.05854034423828, Coarse ToA: 57.9927864074707, Fine ToA: 58.160301208496094
Ground Truth ToA: 50.49753952026367, Coarse ToA: 50.465450286865234, Fine ToA: 51.28081130981445
Ground Truth ToA: 125.31602478027344, Coarse ToA: 127.40557861328125, Fine ToA: 128.2353973388672
Ground Truth ToA: 79.63385009765625, Coarse ToA: 76.93502807617188, Fine ToA: 78.12186431884766
Ground Truth ToA: 123.01786041259766, Coarse ToA: 119.20356750488281, Fine ToA: 120.93500518798828
Ground Truth ToA: 76.16876983642578, Coarse ToA: 73.88246154785156, Fine ToA: 75.8328857421875
Ground Truth ToA: 112.69420623779297, Coarse ToA: 124.79135131835938, Fine ToA: 125.39534759521484
Ground Truth ToA: 102.01780700683594, Coarse ToA: 98.95982360839844, Fine ToA: 87.51351165771484
Ground Truth ToA: 52.69168472290039, Coarse ToA: 52.252349853515625, Fine ToA: 52.155914306640625
Ground Truth ToA: 144.21885681152344, Coarse ToA: 143.41824340820312, Fine ToA: 142.2306365966797
Ground Truth ToA: 114.13803100585938, Coarse ToA: 127.1128158569336, Fine ToA: 128.15655517578125
Ground Truth ToA: 149.60057067871094, Coarse ToA: 146.3698272705078, Fine ToA: 147.7498779296875
Ground Truth ToA: 90.96070861816406, Coarse ToA: 85.8298568725586, Fine ToA: 85.637451171875
Ground Truth ToA: 138.35348510742188, Coarse ToA: 140.28245544433594, Fine ToA: 139.59568786621094
Ground Truth ToA: 120.64884948730469, Coarse ToA: 120.08381652832031, Fine ToA: 120.3717269897461
Ground Truth ToA: 126.11624145507812, Coarse ToA: 129.60104370117188, Fine ToA: 129.17160034179688
Ground Truth ToA: 138.57620239257812, Coarse ToA: 132.89210510253906, Fine ToA: 133.9661865234375
Ground Truth ToA: 61.9185676574707, Coarse ToA: 60.602508544921875, Fine ToA: 60.78042221069336
Ground Truth ToA: 139.0546875, Coarse ToA: 135.854736328125, Fine ToA: 137.968505859375
Ground Truth ToA: 99.84780883789062, Coarse ToA: 97.77701568603516, Fine ToA: 98.48204040527344
Ground Truth ToA: 104.37435150146484, Coarse ToA: 108.2784423828125, Fine ToA: 107.65568542480469
Ground Truth ToA: 129.87017822265625, Coarse ToA: 127.55912017822266, Fine ToA: 128.68093872070312
Ground Truth ToA: 140.66802978515625, Coarse ToA: 144.67303466796875, Fine ToA: 144.22225952148438
Ground Truth ToA: 76.9412841796875, Coarse ToA: 73.72692108154297, Fine ToA: 73.7757339477539
Ground Truth ToA: 118.07603454589844, Coarse ToA: 118.97583770751953, Fine ToA: 68.72854614257812
Ground Truth ToA: 65.57855224609375, Coarse ToA: 64.99394226074219, Fine ToA: 65.1920166015625
Ground Truth ToA: 60.320106506347656, Coarse ToA: 55.625885009765625, Fine ToA: 56.28622817993164
Ground Truth ToA: 124.8746566772461, Coarse ToA: 122.11742401123047, Fine ToA: 123.62774658203125
Ground Truth ToA: 54.4989128112793, Coarse ToA: 57.83815002441406, Fine ToA: 57.859397888183594
Ground Truth ToA: 67.12791442871094, Coarse ToA: 65.89811706542969, Fine ToA: 66.16014862060547
Ground Truth ToA: 124.92919158935547, Coarse ToA: 121.36927032470703, Fine ToA: 120.94164276123047
Ground Truth ToA: 120.08686828613281, Coarse ToA: 117.74811553955078, Fine ToA: 117.47689819335938
Ground Truth ToA: 112.28424072265625, Coarse ToA: 112.00206756591797, Fine ToA: 111.93305969238281
Ground Truth ToA: 127.89152526855469, Coarse ToA: 124.14865112304688, Fine ToA: 120.6185073852539
Ground Truth ToA: 133.34519958496094, Coarse ToA: 133.02679443359375, Fine ToA: 133.5404052734375
Ground Truth ToA: 99.14134979248047, Coarse ToA: 96.59725189208984, Fine ToA: 86.56682586669922
Ground Truth ToA: 99.2010498046875, Coarse ToA: 100.30502319335938, Fine ToA: 98.8128662109375
Ground Truth ToA: 61.8834228515625, Coarse ToA: 62.88463592529297, Fine ToA: 62.81024932861328
Ground Truth ToA: 60.79597091674805, Coarse ToA: 60.846412658691406, Fine ToA: 61.8451042175293
Ground Truth ToA: 82.81717681884766, Coarse ToA: 81.22164154052734, Fine ToA: 80.95111846923828
Ground Truth ToA: 138.10244750976562, Coarse ToA: 135.6620635986328, Fine ToA: 135.56678771972656
Ground Truth ToA: 105.13452911376953, Coarse ToA: 97.01953125, Fine ToA: 104.498779296875
Ground Truth ToA: 71.52552032470703, Coarse ToA: 69.64643859863281, Fine ToA: 70.50889587402344
Ground Truth ToA: 134.345703125, Coarse ToA: 131.4459991455078, Fine ToA: 84.57047271728516
Ground Truth ToA: 81.88509368896484, Coarse ToA: 80.28299713134766, Fine ToA: 80.21310424804688
Ground Truth ToA: 149.31141662597656, Coarse ToA: 144.27191162109375, Fine ToA: 146.32073974609375
Ground Truth ToA: 76.43882751464844, Coarse ToA: 72.66592407226562, Fine ToA: 73.1417236328125
Ground Truth ToA: 140.47914123535156, Coarse ToA: 141.1379852294922, Fine ToA: 140.82664489746094
Ground Truth ToA: 115.4426498413086, Coarse ToA: 117.63419342041016, Fine ToA: 116.85142517089844
Ground Truth ToA: 124.27974700927734, Coarse ToA: 124.35108184814453, Fine ToA: 57.20036697387695
Ground Truth ToA: 86.00408935546875, Coarse ToA: 84.58977508544922, Fine ToA: 84.7868423461914
Ground Truth ToA: 130.27120971679688, Coarse ToA: 128.6279754638672, Fine ToA: 129.93247985839844
Ground Truth ToA: 91.93351745605469, Coarse ToA: 88.74939727783203, Fine ToA: 88.00301361083984
Ground Truth ToA: 143.50814819335938, Coarse ToA: 142.92822265625, Fine ToA: 145.273193359375
Ground Truth ToA: 70.91057586669922, Coarse ToA: 67.19806671142578, Fine ToA: 66.60890197753906
Ground Truth ToA: 149.30397033691406, Coarse ToA: 146.31558227539062, Fine ToA: 146.2189178466797
Ground Truth ToA: 72.92791748046875, Coarse ToA: 71.78890228271484, Fine ToA: 71.43587493896484
Ground Truth ToA: 111.11128997802734, Coarse ToA: 107.97418212890625, Fine ToA: 108.2680435180664
Ground Truth ToA: 110.93911743164062, Coarse ToA: 110.8055648803711, Fine ToA: 110.88182830810547
Ground Truth ToA: 112.49419403076172, Coarse ToA: 112.3740005493164, Fine ToA: 111.42469024658203
Ground Truth ToA: 55.03666687011719, Coarse ToA: 54.80851364135742, Fine ToA: 55.001590728759766
Ground Truth ToA: 126.44902801513672, Coarse ToA: 138.73167419433594, Fine ToA: 138.65260314941406
Ground Truth ToA: 117.23558807373047, Coarse ToA: 113.364990234375, Fine ToA: 113.12721252441406
Ground Truth ToA: 111.3313980102539, Coarse ToA: 112.24322509765625, Fine ToA: 112.22787475585938
Ground Truth ToA: 112.55530548095703, Coarse ToA: 120.29999542236328, Fine ToA: 120.81784057617188
Ground Truth ToA: 105.53154754638672, Coarse ToA: 104.44629669189453, Fine ToA: 104.27185821533203
Ground Truth ToA: 77.59234619140625, Coarse ToA: 77.30001068115234, Fine ToA: 76.93219757080078
Ground Truth ToA: 137.24485778808594, Coarse ToA: 135.6938018798828, Fine ToA: 136.03155517578125
Ground Truth ToA: 69.47599792480469, Coarse ToA: 71.7139663696289, Fine ToA: 72.15323638916016
Ground Truth ToA: 128.45327758789062, Coarse ToA: 123.85771942138672, Fine ToA: 124.66317749023438
Ground Truth ToA: 128.94920349121094, Coarse ToA: 125.983642578125, Fine ToA: 126.29547119140625
Ground Truth ToA: 109.45466613769531, Coarse ToA: 109.56990051269531, Fine ToA: 108.82164764404297
Ground Truth ToA: 61.27181625366211, Coarse ToA: 59.98250198364258, Fine ToA: 60.04128646850586
Ground Truth ToA: 131.6463623046875, Coarse ToA: 129.9068145751953, Fine ToA: 129.9105682373047
Ground Truth ToA: 120.44842529296875, Coarse ToA: 119.37336730957031, Fine ToA: 128.15655517578125
Ground Truth ToA: 82.70829010009766, Coarse ToA: 83.34651184082031, Fine ToA: 82.66181945800781
Ground Truth ToA: 146.260498046875, Coarse ToA: 144.1651611328125, Fine ToA: 143.97967529296875
Ground Truth ToA: 131.09584045410156, Coarse ToA: 128.72251892089844, Fine ToA: 129.12950134277344
Ground Truth ToA: 148.4261016845703, Coarse ToA: 145.6767578125, Fine ToA: 146.77464294433594
Ground Truth ToA: 148.72096252441406, Coarse ToA: 145.82151794433594, Fine ToA: 148.65960693359375
Ground Truth ToA: 106.70358276367188, Coarse ToA: 104.53883361816406, Fine ToA: 106.15087890625
Ground Truth ToA: 125.8153305053711, Coarse ToA: 129.7164306640625, Fine ToA: 131.20372009277344
Ground Truth ToA: 66.50968170166016, Coarse ToA: 66.4770278930664, Fine ToA: 64.77957153320312
Ground Truth ToA: 67.85713195800781, Coarse ToA: 65.58917999267578, Fine ToA: 66.18726348876953
Ground Truth ToA: 146.25941467285156, Coarse ToA: 142.5656280517578, Fine ToA: 143.97799682617188
Ground Truth ToA: 84.47377014160156, Coarse ToA: 81.37275695800781, Fine ToA: 81.53121185302734
Ground Truth ToA: 102.3459243774414, Coarse ToA: 103.0008544921875, Fine ToA: 72.65142059326172
Ground Truth ToA: 82.68449401855469, Coarse ToA: 81.64303588867188, Fine ToA: 81.16646575927734
Ground Truth ToA: 123.3924331665039, Coarse ToA: 126.39054107666016, Fine ToA: 127.05722045898438
Ground Truth ToA: 105.8921127319336, Coarse ToA: 106.3281478881836, Fine ToA: 106.62942504882812
Ground Truth ToA: 61.62885284423828, Coarse ToA: 61.599246978759766, Fine ToA: 61.932655334472656
Ground Truth ToA: 73.6047134399414, Coarse ToA: 71.95452880859375, Fine ToA: 71.89481353759766
Ground Truth ToA: 87.75172424316406, Coarse ToA: 85.0357437133789, Fine ToA: 85.769775390625
Ground Truth ToA: 94.00250244140625, Coarse ToA: 93.5023193359375, Fine ToA: 91.61754608154297
Ground Truth ToA: 69.07431030273438, Coarse ToA: 67.25994110107422, Fine ToA: 66.46609497070312
Ground Truth ToA: 130.2295684814453, Coarse ToA: 126.74681091308594, Fine ToA: 126.90452575683594
Ground Truth ToA: 144.3433074951172, Coarse ToA: 144.04660034179688, Fine ToA: 144.38043212890625
Ground Truth ToA: 74.5524673461914, Coarse ToA: 73.29463958740234, Fine ToA: 73.02826690673828
Ground Truth ToA: 55.97551727294922, Coarse ToA: 55.40814971923828, Fine ToA: 79.97477722167969
Ground Truth ToA: 53.91411590576172, Coarse ToA: 60.77902603149414, Fine ToA: 60.03316879272461
Ground Truth ToA: 91.24101257324219, Coarse ToA: 90.8960952758789, Fine ToA: 91.47515869140625
Ground Truth ToA: 73.29878997802734, Coarse ToA: 71.78589630126953, Fine ToA: 70.90477752685547
Ground Truth ToA: 61.838539123535156, Coarse ToA: 61.050575256347656, Fine ToA: 60.569679260253906
Ground Truth ToA: 126.75025177001953, Coarse ToA: 124.18804168701172, Fine ToA: 78.10867309570312
Ground Truth ToA: 97.74825286865234, Coarse ToA: 96.38188934326172, Fine ToA: 97.4704818725586
Ground Truth ToA: 63.3306770324707, Coarse ToA: 60.96181869506836, Fine ToA: 61.62852478027344
Ground Truth ToA: 87.54315948486328, Coarse ToA: 97.74222564697266, Fine ToA: 99.16590118408203
Ground Truth ToA: 58.69050216674805, Coarse ToA: 60.55299377441406, Fine ToA: 60.986106872558594
Ground Truth ToA: 98.44843292236328, Coarse ToA: 100.99068450927734, Fine ToA: 135.17288208007812
Ground Truth ToA: 123.33692169189453, Coarse ToA: 128.29385375976562, Fine ToA: 128.02655029296875
Ground Truth ToA: 90.54499053955078, Coarse ToA: 88.86163330078125, Fine ToA: 89.08309173583984
Ground Truth ToA: 100.10883331298828, Coarse ToA: 102.5129165649414, Fine ToA: 95.74853515625
Ground Truth ToA: 135.2827606201172, Coarse ToA: 134.32713317871094, Fine ToA: 135.435302734375
Ground Truth ToA: 72.01863861083984, Coarse ToA: 72.65184783935547, Fine ToA: 73.77702331542969
Ground Truth ToA: 105.7849349975586, Coarse ToA: 103.53975677490234, Fine ToA: 104.39356231689453
Ground Truth ToA: 102.797119140625, Coarse ToA: 99.01358795166016, Fine ToA: 134.5785675048828
Ground Truth ToA: 69.06270599365234, Coarse ToA: 68.55937957763672, Fine ToA: 68.35440063476562
Ground Truth ToA: 103.69745635986328, Coarse ToA: 100.44396209716797, Fine ToA: 100.49906921386719
Ground Truth ToA: 63.32406234741211, Coarse ToA: 59.567527770996094, Fine ToA: 60.639854431152344
Ground Truth ToA: 111.08353424072266, Coarse ToA: 110.86040496826172, Fine ToA: 111.01404571533203
Ground Truth ToA: 143.25196838378906, Coarse ToA: 142.64010620117188, Fine ToA: 142.9751434326172
Ground Truth ToA: 72.81481170654297, Coarse ToA: 70.15092468261719, Fine ToA: 71.25567626953125
Ground Truth ToA: 113.0020980834961, Coarse ToA: 116.52676391601562, Fine ToA: 116.24870300292969
Ground Truth ToA: 73.46372985839844, Coarse ToA: 74.11091613769531, Fine ToA: 73.69310760498047
Ground Truth ToA: 148.1742706298828, Coarse ToA: 148.08340454101562, Fine ToA: 148.32464599609375
Ground Truth ToA: 85.87191009521484, Coarse ToA: 91.23837280273438, Fine ToA: 91.75220489501953
Ground Truth ToA: 63.217369079589844, Coarse ToA: 60.911014556884766, Fine ToA: 61.767127990722656
Ground Truth ToA: 139.3894500732422, Coarse ToA: 136.7805633544922, Fine ToA: 136.79232788085938
Ground Truth ToA: 142.72113037109375, Coarse ToA: 146.16383361816406, Fine ToA: 144.5511016845703
Ground Truth ToA: 115.52999877929688, Coarse ToA: 116.33891296386719, Fine ToA: 116.04742431640625
Ground Truth ToA: 92.59477996826172, Coarse ToA: 97.50576782226562, Fine ToA: 97.8558578491211
Ground Truth ToA: 121.93538665771484, Coarse ToA: 120.73573303222656, Fine ToA: 120.86759948730469
Ground Truth ToA: 66.80579376220703, Coarse ToA: 68.15906524658203, Fine ToA: 67.18119049072266
Ground Truth ToA: 107.8749771118164, Coarse ToA: 109.0880355834961, Fine ToA: 109.88031005859375
Ground Truth ToA: 104.31523895263672, Coarse ToA: 105.15516662597656, Fine ToA: 105.14057922363281
Ground Truth ToA: 106.74482727050781, Coarse ToA: 104.05390167236328, Fine ToA: 104.51273345947266
Ground Truth ToA: 57.52861404418945, Coarse ToA: 57.93275833129883, Fine ToA: 57.52176284790039
Ground Truth ToA: 100.81705474853516, Coarse ToA: 98.93658447265625, Fine ToA: 98.29088592529297
Ground Truth ToA: 62.21218490600586, Coarse ToA: 61.1893196105957, Fine ToA: 61.19856262207031
Ground Truth ToA: 140.143798828125, Coarse ToA: 144.61073303222656, Fine ToA: 144.13864135742188
Ground Truth ToA: 91.63529205322266, Coarse ToA: 90.25547790527344, Fine ToA: 91.10090637207031
Ground Truth ToA: 63.83986282348633, Coarse ToA: 65.31385803222656, Fine ToA: 65.5157470703125
Ground Truth ToA: 111.65281677246094, Coarse ToA: 110.38956451416016, Fine ToA: 110.6497573852539
Ground Truth ToA: 102.90753173828125, Coarse ToA: 103.81290435791016, Fine ToA: 101.30117797851562
Ground Truth ToA: 97.4913330078125, Coarse ToA: 104.50151062011719, Fine ToA: 104.86071014404297
Ground Truth ToA: 98.05269622802734, Coarse ToA: 103.77586364746094, Fine ToA: 103.26118469238281
Ground Truth ToA: 116.88784790039062, Coarse ToA: 116.40213775634766, Fine ToA: 116.6034164428711
Ground Truth ToA: 124.86083221435547, Coarse ToA: 122.49666595458984, Fine ToA: 122.08641815185547
Ground Truth ToA: 62.821685791015625, Coarse ToA: 61.00602340698242, Fine ToA: 62.347774505615234
Ground Truth ToA: 98.8097152709961, Coarse ToA: 103.7595443725586, Fine ToA: 118.80380249023438
Ground Truth ToA: 114.8809585571289, Coarse ToA: 119.10599517822266, Fine ToA: 119.04839324951172
Ground Truth ToA: 71.30270385742188, Coarse ToA: 80.62044525146484, Fine ToA: 81.31438446044922
Ground Truth ToA: 145.49588012695312, Coarse ToA: 144.01206970214844, Fine ToA: 143.75851440429688
Ground Truth ToA: 84.87447357177734, Coarse ToA: 80.44295501708984, Fine ToA: 81.22395324707031
Ground Truth ToA: 77.4503402709961, Coarse ToA: 76.47595977783203, Fine ToA: 76.13874816894531
Ground Truth ToA: 127.43231964111328, Coarse ToA: 128.06065368652344, Fine ToA: 128.2741241455078
Ground Truth ToA: 117.24840545654297, Coarse ToA: 117.27558898925781, Fine ToA: 117.95304107666016
Ground Truth ToA: 83.30059051513672, Coarse ToA: 78.17989349365234, Fine ToA: 75.65550994873047
Ground Truth ToA: 63.01468276977539, Coarse ToA: 58.76948547363281, Fine ToA: 58.95659255981445
Ground Truth ToA: 60.194557189941406, Coarse ToA: 56.85423278808594, Fine ToA: 56.899051666259766
Ground Truth ToA: 77.08689880371094, Coarse ToA: 67.60540771484375, Fine ToA: 75.34294128417969
Ground Truth ToA: 145.61944580078125, Coarse ToA: 143.51394653320312, Fine ToA: 145.09727478027344
Ground Truth ToA: 81.3763656616211, Coarse ToA: 83.1275405883789, Fine ToA: 82.81781005859375
Ground Truth ToA: 53.96946716308594, Coarse ToA: 54.736480712890625, Fine ToA: 54.63570785522461
Ground Truth ToA: 125.4819107055664, Coarse ToA: 120.9442367553711, Fine ToA: 120.87305450439453
Ground Truth ToA: 53.70594024658203, Coarse ToA: 54.98631286621094, Fine ToA: 55.652435302734375
Ground Truth ToA: 55.92656707763672, Coarse ToA: 53.34870147705078, Fine ToA: 53.58141326904297
Ground Truth ToA: 130.2859344482422, Coarse ToA: 137.2180633544922, Fine ToA: 136.17283630371094
Ground Truth ToA: 58.499237060546875, Coarse ToA: 57.75807189941406, Fine ToA: 118.40245819091797
Ground Truth ToA: 135.1512908935547, Coarse ToA: 136.0953826904297, Fine ToA: 136.9657745361328
Ground Truth ToA: 85.00288391113281, Coarse ToA: 91.24139404296875, Fine ToA: 92.31069946289062
Ground Truth ToA: 104.56546783447266, Coarse ToA: 103.41031646728516, Fine ToA: 103.54650115966797
Ground Truth ToA: 128.30677795410156, Coarse ToA: 125.09185028076172, Fine ToA: 124.91943359375
Ground Truth ToA: 107.50115966796875, Coarse ToA: 106.50054168701172, Fine ToA: 106.86643981933594
Ground Truth ToA: 103.7852554321289, Coarse ToA: 99.53502655029297, Fine ToA: 101.22256469726562
Ground Truth ToA: 141.63040161132812, Coarse ToA: 137.82347106933594, Fine ToA: 138.6415252685547
Ground Truth ToA: 135.40469360351562, Coarse ToA: 133.80252075195312, Fine ToA: 134.89242553710938
Ground Truth ToA: 57.35934829711914, Coarse ToA: 57.30005645751953, Fine ToA: 55.41865921020508
Ground Truth ToA: 66.42351531982422, Coarse ToA: 66.57327270507812, Fine ToA: 65.39024353027344
Ground Truth ToA: 112.01883697509766, Coarse ToA: 113.8791275024414, Fine ToA: 113.82041931152344
Ground Truth ToA: 116.61682891845703, Coarse ToA: 112.64160919189453, Fine ToA: 111.63127899169922
Ground Truth ToA: 130.52320861816406, Coarse ToA: 128.47933959960938, Fine ToA: 127.67542266845703
Ground Truth ToA: 86.73567962646484, Coarse ToA: 85.40359497070312, Fine ToA: 85.8954849243164
Ground Truth ToA: 135.9204864501953, Coarse ToA: 133.99105834960938, Fine ToA: 133.3527374267578
Ground Truth ToA: 95.01716613769531, Coarse ToA: 92.11654663085938, Fine ToA: 93.99341583251953
Ground Truth ToA: 73.1788330078125, Coarse ToA: 70.57302856445312, Fine ToA: 70.2637710571289
Ground Truth ToA: 143.4975128173828, Coarse ToA: 141.54757690429688, Fine ToA: 142.64280700683594
Ground Truth ToA: 126.44290161132812, Coarse ToA: 120.15866088867188, Fine ToA: 121.2267074584961
Ground Truth ToA: 74.52046203613281, Coarse ToA: 71.00516510009766, Fine ToA: 142.00929260253906
Ground Truth ToA: 93.46803283691406, Coarse ToA: 93.62234497070312, Fine ToA: 93.60658264160156
Ground Truth ToA: 124.23249053955078, Coarse ToA: 121.80937194824219, Fine ToA: 121.97406768798828
Ground Truth ToA: 99.74112701416016, Coarse ToA: 107.72052001953125, Fine ToA: 107.72055053710938
Ground Truth ToA: 65.70106506347656, Coarse ToA: 65.0059814453125, Fine ToA: 58.894920349121094
Ground Truth ToA: 54.30747604370117, Coarse ToA: 60.34999465942383, Fine ToA: 139.12425231933594
Ground Truth ToA: 58.2042121887207, Coarse ToA: 57.55357360839844, Fine ToA: 57.605289459228516
Ground Truth ToA: 95.41183471679688, Coarse ToA: 91.98589324951172, Fine ToA: 91.70413208007812
Ground Truth ToA: 128.13047790527344, Coarse ToA: 134.23831176757812, Fine ToA: 133.53018188476562
Ground Truth ToA: 104.5160903930664, Coarse ToA: 100.82717895507812, Fine ToA: 101.73086547851562
Ground Truth ToA: 54.11259841918945, Coarse ToA: 61.056419372558594, Fine ToA: 61.49123001098633
Ground Truth ToA: 102.4637222290039, Coarse ToA: 106.07267761230469, Fine ToA: 105.96644592285156
Ground Truth ToA: 114.27962493896484, Coarse ToA: 126.78401947021484, Fine ToA: 126.14112091064453
Ground Truth ToA: 104.53506469726562, Coarse ToA: 103.793701171875, Fine ToA: 104.96727752685547
Ground Truth ToA: 75.99910736083984, Coarse ToA: 76.56468963623047, Fine ToA: 76.11305236816406
Ground Truth ToA: 88.64396667480469, Coarse ToA: 86.02143096923828, Fine ToA: 85.32361602783203
Ground Truth ToA: 149.75811767578125, Coarse ToA: 146.39889526367188, Fine ToA: 146.0403594970703
Ground Truth ToA: 54.3599739074707, Coarse ToA: 54.2850341796875, Fine ToA: 54.219749450683594
Ground Truth ToA: 104.71965789794922, Coarse ToA: 101.78255462646484, Fine ToA: 101.27571868896484
Ground Truth ToA: 90.84769439697266, Coarse ToA: 89.35980224609375, Fine ToA: 89.08893585205078
Ground Truth ToA: 103.86882781982422, Coarse ToA: 104.23075103759766, Fine ToA: 104.52395629882812
Ground Truth ToA: 99.35723114013672, Coarse ToA: 99.27755737304688, Fine ToA: 99.9632339477539
Ground Truth ToA: 55.32917022705078, Coarse ToA: 55.794002532958984, Fine ToA: 56.26298522949219
Ground Truth ToA: 147.53919982910156, Coarse ToA: 146.9752960205078, Fine ToA: 148.05914306640625
Ground Truth ToA: 107.02852630615234, Coarse ToA: 106.50740814208984, Fine ToA: 107.39789581298828
