Ground Truth ToA: 135.73028564453125, Coarse ToA: 137.71424865722656, Fine ToA: 122.51608276367188
Ground Truth ToA: 84.68737030029297, Coarse ToA: 83.3429183959961, Fine ToA: 83.8587646484375
Ground Truth ToA: 144.68417358398438, Coarse ToA: 143.6137237548828, Fine ToA: 143.3919219970703
Ground Truth ToA: 141.5612335205078, Coarse ToA: 143.2430419921875, Fine ToA: 133.12432861328125
Ground Truth ToA: 142.45440673828125, Coarse ToA: 141.90171813964844, Fine ToA: 140.53240966796875
Ground Truth ToA: 121.16943359375, Coarse ToA: 121.78211975097656, Fine ToA: 119.50366973876953
Ground Truth ToA: 88.1570816040039, Coarse ToA: 86.98462677001953, Fine ToA: 87.53953552246094
Ground Truth ToA: 57.48790740966797, Coarse ToA: 56.86127471923828, Fine ToA: 56.35585403442383
Ground Truth ToA: 74.53982543945312, Coarse ToA: 76.25446319580078, Fine ToA: 76.92366790771484
Ground Truth ToA: 104.10321044921875, Coarse ToA: 103.87686920166016, Fine ToA: 104.42912292480469
Ground Truth ToA: 62.14583206176758, Coarse ToA: 62.24006271362305, Fine ToA: 62.79427719116211
Ground Truth ToA: 57.829872131347656, Coarse ToA: 58.32118606567383, Fine ToA: 58.5216178894043
Ground Truth ToA: 111.87420654296875, Coarse ToA: 111.50123596191406, Fine ToA: 110.7903823852539
Ground Truth ToA: 124.66410827636719, Coarse ToA: 124.2729721069336, Fine ToA: 124.59072875976562
Ground Truth ToA: 99.17941284179688, Coarse ToA: 97.13583374023438, Fine ToA: 97.71974182128906
Ground Truth ToA: 69.39788055419922, Coarse ToA: 67.66769409179688, Fine ToA: 69.20003509521484
Ground Truth ToA: 64.04856872558594, Coarse ToA: 63.93204116821289, Fine ToA: 63.909305572509766
Ground Truth ToA: 99.4624252319336, Coarse ToA: 98.89860534667969, Fine ToA: 98.19693756103516
Ground Truth ToA: 50.78773498535156, Coarse ToA: 51.35034942626953, Fine ToA: 50.72984313964844
Ground Truth ToA: 134.4547882080078, Coarse ToA: 133.17347717285156, Fine ToA: 133.64315795898438
Ground Truth ToA: 80.44989013671875, Coarse ToA: 79.10357666015625, Fine ToA: 79.25752258300781
Ground Truth ToA: 81.41494750976562, Coarse ToA: 83.37545776367188, Fine ToA: 83.70342254638672
Ground Truth ToA: 122.4137954711914, Coarse ToA: 120.19652557373047, Fine ToA: 121.22032165527344
Ground Truth ToA: 108.80040740966797, Coarse ToA: 107.667236328125, Fine ToA: 108.24052429199219
Ground Truth ToA: 70.60970306396484, Coarse ToA: 72.54466247558594, Fine ToA: 70.928466796875
Ground Truth ToA: 58.44561004638672, Coarse ToA: 59.81755447387695, Fine ToA: 58.519893646240234
Ground Truth ToA: 115.19438171386719, Coarse ToA: 122.47381591796875, Fine ToA: 122.05103302001953
Ground Truth ToA: 90.40670013427734, Coarse ToA: 87.8033447265625, Fine ToA: 88.0679931640625
Ground Truth ToA: 111.07624816894531, Coarse ToA: 112.7446060180664, Fine ToA: 112.08642578125
Ground Truth ToA: 138.83494567871094, Coarse ToA: 136.42193603515625, Fine ToA: 137.2347869873047
Ground Truth ToA: 142.92054748535156, Coarse ToA: 144.21742248535156, Fine ToA: 143.51824951171875
Ground Truth ToA: 117.50164794921875, Coarse ToA: 118.14303588867188, Fine ToA: 116.2989730834961
Ground Truth ToA: 143.20571899414062, Coarse ToA: 139.16464233398438, Fine ToA: 140.05946350097656
Ground Truth ToA: 116.795166015625, Coarse ToA: 113.18055725097656, Fine ToA: 113.51245880126953
Ground Truth ToA: 77.21538543701172, Coarse ToA: 84.36546325683594, Fine ToA: 81.16352844238281
Ground Truth ToA: 59.04517364501953, Coarse ToA: 56.944297790527344, Fine ToA: 57.701744079589844
Ground Truth ToA: 124.29408264160156, Coarse ToA: 123.22077178955078, Fine ToA: 125.69967651367188
Ground Truth ToA: 123.82474517822266, Coarse ToA: 122.2256851196289, Fine ToA: 123.22130584716797
Ground Truth ToA: 75.19892120361328, Coarse ToA: 76.39654541015625, Fine ToA: 76.0248031616211
Ground Truth ToA: 56.3170166015625, Coarse ToA: 55.317115783691406, Fine ToA: 55.78794860839844
Ground Truth ToA: 118.88015747070312, Coarse ToA: 116.7725830078125, Fine ToA: 117.16932678222656
Ground Truth ToA: 100.57817077636719, Coarse ToA: 98.97447204589844, Fine ToA: 99.29351806640625
Ground Truth ToA: 93.69526672363281, Coarse ToA: 94.114990234375, Fine ToA: 95.24006652832031
Ground Truth ToA: 144.0784912109375, Coarse ToA: 142.7420654296875, Fine ToA: 144.5044403076172
Ground Truth ToA: 74.50306701660156, Coarse ToA: 80.15715789794922, Fine ToA: 79.78356170654297
Ground Truth ToA: 141.1417236328125, Coarse ToA: 140.63351440429688, Fine ToA: 141.46856689453125
Ground Truth ToA: 112.17942810058594, Coarse ToA: 111.23100280761719, Fine ToA: 111.51043701171875
Ground Truth ToA: 125.21623992919922, Coarse ToA: 120.34575653076172, Fine ToA: 121.30355072021484
Ground Truth ToA: 146.16177368164062, Coarse ToA: 147.06329345703125, Fine ToA: 146.6892852783203
Ground Truth ToA: 103.93901824951172, Coarse ToA: 102.88763427734375, Fine ToA: 102.74617767333984
Ground Truth ToA: 94.02464294433594, Coarse ToA: 92.98164367675781, Fine ToA: 92.8117904663086
Ground Truth ToA: 104.3014907836914, Coarse ToA: 102.72794342041016, Fine ToA: 103.86585235595703
Ground Truth ToA: 118.22323608398438, Coarse ToA: 121.47818756103516, Fine ToA: 120.60746765136719
Ground Truth ToA: 54.313568115234375, Coarse ToA: 65.5691146850586, Fine ToA: 86.14305114746094
Ground Truth ToA: 83.24906921386719, Coarse ToA: 83.946533203125, Fine ToA: 84.34369659423828
Ground Truth ToA: 109.093017578125, Coarse ToA: 107.64137268066406, Fine ToA: 108.05634307861328
Ground Truth ToA: 55.433326721191406, Coarse ToA: 54.12178039550781, Fine ToA: 54.351566314697266
Ground Truth ToA: 64.7834243774414, Coarse ToA: 63.68649673461914, Fine ToA: 64.27659606933594
Ground Truth ToA: 95.86894226074219, Coarse ToA: 95.14342498779297, Fine ToA: 95.97527313232422
Ground Truth ToA: 149.30291748046875, Coarse ToA: 146.77598571777344, Fine ToA: 146.97665405273438
Ground Truth ToA: 129.79888916015625, Coarse ToA: 124.2310791015625, Fine ToA: 124.2313232421875
Ground Truth ToA: 79.565673828125, Coarse ToA: 78.78244018554688, Fine ToA: 79.28959655761719
Ground Truth ToA: 136.53201293945312, Coarse ToA: 133.2470703125, Fine ToA: 134.57461547851562
Ground Truth ToA: 53.943702697753906, Coarse ToA: 60.79127883911133, Fine ToA: 60.13829803466797
Ground Truth ToA: 51.5908088684082, Coarse ToA: 51.8305778503418, Fine ToA: 52.26576232910156
Ground Truth ToA: 74.4533920288086, Coarse ToA: 73.07505798339844, Fine ToA: 73.50822448730469
Ground Truth ToA: 145.9341583251953, Coarse ToA: 146.75157165527344, Fine ToA: 147.7642059326172
Ground Truth ToA: 52.13606262207031, Coarse ToA: 56.08976364135742, Fine ToA: 51.414310455322266
Ground Truth ToA: 96.5003433227539, Coarse ToA: 94.02699279785156, Fine ToA: 93.8332748413086
Ground Truth ToA: 127.71167755126953, Coarse ToA: 124.37582397460938, Fine ToA: 124.60527038574219
Ground Truth ToA: 64.41793060302734, Coarse ToA: 64.83319854736328, Fine ToA: 64.96428680419922
Ground Truth ToA: 131.72311401367188, Coarse ToA: 129.88970947265625, Fine ToA: 130.68296813964844
Ground Truth ToA: 55.11552047729492, Coarse ToA: 54.707096099853516, Fine ToA: 103.02079010009766
Ground Truth ToA: 116.06391906738281, Coarse ToA: 113.22804260253906, Fine ToA: 113.89979553222656
Ground Truth ToA: 146.64173889160156, Coarse ToA: 146.18240356445312, Fine ToA: 147.40982055664062
Ground Truth ToA: 93.66992950439453, Coarse ToA: 99.90071868896484, Fine ToA: 99.12891387939453
Ground Truth ToA: 148.83279418945312, Coarse ToA: 143.84976196289062, Fine ToA: 145.96839904785156
Ground Truth ToA: 71.2929916381836, Coarse ToA: 70.56634521484375, Fine ToA: 70.341796875
Ground Truth ToA: 144.72854614257812, Coarse ToA: 145.55868530273438, Fine ToA: 88.54882049560547
Ground Truth ToA: 111.40130615234375, Coarse ToA: 112.21464538574219, Fine ToA: 114.1944808959961
Ground Truth ToA: 117.86309814453125, Coarse ToA: 116.18114471435547, Fine ToA: 117.0238037109375
Ground Truth ToA: 96.46623229980469, Coarse ToA: 96.99405670166016, Fine ToA: 97.12619018554688
Ground Truth ToA: 62.668392181396484, Coarse ToA: 63.38621520996094, Fine ToA: 62.9609489440918
Ground Truth ToA: 67.83367156982422, Coarse ToA: 66.84235382080078, Fine ToA: 67.26408386230469
Ground Truth ToA: 62.36284637451172, Coarse ToA: 65.23491668701172, Fine ToA: 91.56318664550781
Ground Truth ToA: 66.07127380371094, Coarse ToA: 65.65311431884766, Fine ToA: 65.91019439697266
Ground Truth ToA: 145.21258544921875, Coarse ToA: 142.5450439453125, Fine ToA: 143.46031188964844
Ground Truth ToA: 91.99048614501953, Coarse ToA: 90.93673706054688, Fine ToA: 90.91063690185547
Ground Truth ToA: 111.77949523925781, Coarse ToA: 110.72984313964844, Fine ToA: 127.12957000732422
Ground Truth ToA: 116.37040710449219, Coarse ToA: 115.4277114868164, Fine ToA: 115.60081481933594
Ground Truth ToA: 104.43830108642578, Coarse ToA: 107.12445068359375, Fine ToA: 107.99063873291016
Ground Truth ToA: 71.90269470214844, Coarse ToA: 69.43821716308594, Fine ToA: 69.60189819335938
Ground Truth ToA: 112.47933197021484, Coarse ToA: 111.70075988769531, Fine ToA: 111.8973388671875
Ground Truth ToA: 88.75591278076172, Coarse ToA: 88.77666473388672, Fine ToA: 89.24824523925781
Ground Truth ToA: 122.74192810058594, Coarse ToA: 121.57237243652344, Fine ToA: 121.59930419921875
Ground Truth ToA: 63.57111740112305, Coarse ToA: 61.48320007324219, Fine ToA: 63.60823059082031
Ground Truth ToA: 92.8856430053711, Coarse ToA: 92.6622543334961, Fine ToA: 93.82740783691406
Ground Truth ToA: 115.6490249633789, Coarse ToA: 115.29597473144531, Fine ToA: 116.14546966552734
Ground Truth ToA: 72.3611068725586, Coarse ToA: 74.1732406616211, Fine ToA: 73.7575454711914
Ground Truth ToA: 92.1585922241211, Coarse ToA: 94.57425689697266, Fine ToA: 94.20560455322266
Ground Truth ToA: 79.79790496826172, Coarse ToA: 79.43746185302734, Fine ToA: 78.9258041381836
Ground Truth ToA: 87.9736328125, Coarse ToA: 90.7352066040039, Fine ToA: 90.68849182128906
Ground Truth ToA: 80.34285736083984, Coarse ToA: 77.5630111694336, Fine ToA: 78.32318878173828
Ground Truth ToA: 93.1374740600586, Coarse ToA: 95.31939697265625, Fine ToA: 94.49197387695312
Ground Truth ToA: 56.053077697753906, Coarse ToA: 55.07088088989258, Fine ToA: 55.097835540771484
Ground Truth ToA: 59.341373443603516, Coarse ToA: 58.72071075439453, Fine ToA: 59.34265899658203
Ground Truth ToA: 143.30982971191406, Coarse ToA: 140.07525634765625, Fine ToA: 139.96359252929688
Ground Truth ToA: 98.94559478759766, Coarse ToA: 96.31362915039062, Fine ToA: 97.31061553955078
Ground Truth ToA: 119.3464584350586, Coarse ToA: 123.32225799560547, Fine ToA: 123.4777603149414
Ground Truth ToA: 105.53370666503906, Coarse ToA: 104.39667510986328, Fine ToA: 104.73279571533203
Ground Truth ToA: 139.2571563720703, Coarse ToA: 138.5598907470703, Fine ToA: 138.69696044921875
Ground Truth ToA: 147.08702087402344, Coarse ToA: 147.21180725097656, Fine ToA: 147.47520446777344
Ground Truth ToA: 82.42598724365234, Coarse ToA: 90.39451599121094, Fine ToA: 87.3585205078125
Ground Truth ToA: 50.529685974121094, Coarse ToA: 52.19804382324219, Fine ToA: 52.33576583862305
Ground Truth ToA: 113.95767974853516, Coarse ToA: 112.44023132324219, Fine ToA: 113.28141784667969
Ground Truth ToA: 114.4177017211914, Coarse ToA: 115.15827178955078, Fine ToA: 115.93046569824219
Ground Truth ToA: 145.31101989746094, Coarse ToA: 145.14419555664062, Fine ToA: 145.7423095703125
Ground Truth ToA: 64.98101043701172, Coarse ToA: 68.32905578613281, Fine ToA: 68.37438201904297
Ground Truth ToA: 101.31912231445312, Coarse ToA: 101.28736877441406, Fine ToA: 101.00354766845703
Ground Truth ToA: 76.16127014160156, Coarse ToA: 83.43657684326172, Fine ToA: 83.08079528808594
Ground Truth ToA: 131.42552185058594, Coarse ToA: 131.9525909423828, Fine ToA: 132.24630737304688
Ground Truth ToA: 124.0324478149414, Coarse ToA: 124.2938003540039, Fine ToA: 124.25214385986328
Ground Truth ToA: 109.40806579589844, Coarse ToA: 110.08949279785156, Fine ToA: 110.06796264648438
Ground Truth ToA: 129.5804443359375, Coarse ToA: 130.31214904785156, Fine ToA: 128.9228515625
Ground Truth ToA: 70.85551452636719, Coarse ToA: 72.71788024902344, Fine ToA: 73.39836120605469
Ground Truth ToA: 95.81998443603516, Coarse ToA: 95.13671112060547, Fine ToA: 95.20751190185547
Ground Truth ToA: 111.572998046875, Coarse ToA: 110.73758697509766, Fine ToA: 110.83797454833984
Ground Truth ToA: 144.7063446044922, Coarse ToA: 142.82615661621094, Fine ToA: 143.69451904296875
Ground Truth ToA: 91.61302185058594, Coarse ToA: 90.72193145751953, Fine ToA: 90.48767852783203
Ground Truth ToA: 75.01456451416016, Coarse ToA: 74.07054138183594, Fine ToA: 74.07341003417969
Ground Truth ToA: 133.6337127685547, Coarse ToA: 130.50241088867188, Fine ToA: 132.1092987060547
Ground Truth ToA: 113.62390899658203, Coarse ToA: 112.60468292236328, Fine ToA: 112.77655029296875
Ground Truth ToA: 70.87955474853516, Coarse ToA: 68.0569076538086, Fine ToA: 69.98396301269531
Ground Truth ToA: 113.88041687011719, Coarse ToA: 116.52035522460938, Fine ToA: 115.70808410644531
Ground Truth ToA: 131.97169494628906, Coarse ToA: 127.57139587402344, Fine ToA: 129.6854248046875
Ground Truth ToA: 94.05179595947266, Coarse ToA: 97.11348724365234, Fine ToA: 94.60553741455078
Ground Truth ToA: 124.96987915039062, Coarse ToA: 125.57738494873047, Fine ToA: 125.34484100341797
Ground Truth ToA: 55.16854476928711, Coarse ToA: 54.404354095458984, Fine ToA: 54.70988845825195
Ground Truth ToA: 134.25173950195312, Coarse ToA: 138.22976684570312, Fine ToA: 135.79322814941406
Ground Truth ToA: 57.4853515625, Coarse ToA: 56.970947265625, Fine ToA: 56.76882553100586
Ground Truth ToA: 76.92384338378906, Coarse ToA: 74.16616821289062, Fine ToA: 74.8720474243164
Ground Truth ToA: 83.51194763183594, Coarse ToA: 84.07776641845703, Fine ToA: 84.2526626586914
Ground Truth ToA: 114.79545593261719, Coarse ToA: 113.93501281738281, Fine ToA: 114.86808776855469
Ground Truth ToA: 104.43756866455078, Coarse ToA: 101.89005279541016, Fine ToA: 104.77838134765625
Ground Truth ToA: 108.23153686523438, Coarse ToA: 108.43350219726562, Fine ToA: 109.5983657836914
Ground Truth ToA: 93.85175323486328, Coarse ToA: 93.85273742675781, Fine ToA: 94.05801391601562
Ground Truth ToA: 112.03701782226562, Coarse ToA: 111.53192901611328, Fine ToA: 110.59097290039062
Ground Truth ToA: 98.61651611328125, Coarse ToA: 99.5655517578125, Fine ToA: 99.48068237304688
Ground Truth ToA: 144.36155700683594, Coarse ToA: 147.15438842773438, Fine ToA: 147.4116973876953
Ground Truth ToA: 111.9184341430664, Coarse ToA: 112.02501678466797, Fine ToA: 111.9999008178711
Ground Truth ToA: 147.93252563476562, Coarse ToA: 143.16551208496094, Fine ToA: 147.19442749023438
Ground Truth ToA: 134.4735565185547, Coarse ToA: 136.0711212158203, Fine ToA: 62.136924743652344
Ground Truth ToA: 114.12482452392578, Coarse ToA: 113.64498138427734, Fine ToA: 113.01392364501953
Ground Truth ToA: 79.30950927734375, Coarse ToA: 74.75982666015625, Fine ToA: 76.27591705322266
Ground Truth ToA: 145.48387145996094, Coarse ToA: 145.06484985351562, Fine ToA: 143.4745635986328
Ground Truth ToA: 122.66563415527344, Coarse ToA: 121.21217346191406, Fine ToA: 120.50653076171875
Ground Truth ToA: 67.04634094238281, Coarse ToA: 67.21965026855469, Fine ToA: 66.60733795166016
Ground Truth ToA: 109.49876403808594, Coarse ToA: 109.62169647216797, Fine ToA: 109.46485137939453
Ground Truth ToA: 136.637451171875, Coarse ToA: 134.7781219482422, Fine ToA: 134.41246032714844
Ground Truth ToA: 115.77312469482422, Coarse ToA: 115.46023559570312, Fine ToA: 114.99156951904297
Ground Truth ToA: 72.34378051757812, Coarse ToA: 78.36042022705078, Fine ToA: 77.93295288085938
Ground Truth ToA: 51.447452545166016, Coarse ToA: 53.6792106628418, Fine ToA: 53.90262222290039
Ground Truth ToA: 90.19083404541016, Coarse ToA: 89.28992462158203, Fine ToA: 89.5843505859375
Ground Truth ToA: 68.21752166748047, Coarse ToA: 69.29471588134766, Fine ToA: 69.17481994628906
Ground Truth ToA: 104.84993743896484, Coarse ToA: 109.2358627319336, Fine ToA: 109.31035614013672
Ground Truth ToA: 134.26377868652344, Coarse ToA: 134.32427978515625, Fine ToA: 134.39256286621094
Ground Truth ToA: 71.58796691894531, Coarse ToA: 74.3733139038086, Fine ToA: 73.54364013671875
Ground Truth ToA: 108.47904968261719, Coarse ToA: 110.19514465332031, Fine ToA: 109.81141662597656
Ground Truth ToA: 89.32923889160156, Coarse ToA: 88.4382553100586, Fine ToA: 87.85089874267578
Ground Truth ToA: 55.297218322753906, Coarse ToA: 54.641422271728516, Fine ToA: 54.68436813354492
Ground Truth ToA: 95.20637512207031, Coarse ToA: 94.24725341796875, Fine ToA: 93.70967864990234
Ground Truth ToA: 77.86222076416016, Coarse ToA: 78.0947494506836, Fine ToA: 77.45206451416016
Ground Truth ToA: 72.22671508789062, Coarse ToA: 73.77862548828125, Fine ToA: 73.22264862060547
Ground Truth ToA: 98.40845489501953, Coarse ToA: 99.0086898803711, Fine ToA: 99.12557220458984
Ground Truth ToA: 82.47358703613281, Coarse ToA: 83.26201629638672, Fine ToA: 83.83949279785156
Ground Truth ToA: 128.5084228515625, Coarse ToA: 127.5236587524414, Fine ToA: 126.38970947265625
Ground Truth ToA: 122.9157943725586, Coarse ToA: 122.1899642944336, Fine ToA: 122.43602752685547
Ground Truth ToA: 59.3681526184082, Coarse ToA: 62.730533599853516, Fine ToA: 61.71649169921875
Ground Truth ToA: 70.92659759521484, Coarse ToA: 70.47665405273438, Fine ToA: 109.99783325195312
Ground Truth ToA: 136.7410125732422, Coarse ToA: 136.03652954101562, Fine ToA: 135.52130126953125
Ground Truth ToA: 53.16867446899414, Coarse ToA: 56.97782516479492, Fine ToA: 56.3529167175293
Ground Truth ToA: 116.76094055175781, Coarse ToA: 117.07559967041016, Fine ToA: 116.94091033935547
Ground Truth ToA: 55.47652816772461, Coarse ToA: 55.32539749145508, Fine ToA: 55.08698654174805
Ground Truth ToA: 127.31913757324219, Coarse ToA: 125.80504608154297, Fine ToA: 127.54771423339844
Ground Truth ToA: 108.48504638671875, Coarse ToA: 107.3103256225586, Fine ToA: 106.13460540771484
Ground Truth ToA: 91.97171783447266, Coarse ToA: 91.61390686035156, Fine ToA: 91.08455657958984
Ground Truth ToA: 145.14959716796875, Coarse ToA: 144.55441284179688, Fine ToA: 145.1642303466797
Ground Truth ToA: 97.69734954833984, Coarse ToA: 97.33407592773438, Fine ToA: 97.73231506347656
Ground Truth ToA: 117.89664459228516, Coarse ToA: 117.95092010498047, Fine ToA: 118.7306137084961
Ground Truth ToA: 105.24168395996094, Coarse ToA: 117.42893981933594, Fine ToA: 110.94316864013672
Ground Truth ToA: 51.17319869995117, Coarse ToA: 53.89590072631836, Fine ToA: 53.2296257019043
Ground Truth ToA: 58.744239807128906, Coarse ToA: 57.561248779296875, Fine ToA: 58.15371322631836
Ground Truth ToA: 106.9413833618164, Coarse ToA: 106.64031982421875, Fine ToA: 106.47394561767578
Ground Truth ToA: 124.83747863769531, Coarse ToA: 124.21178436279297, Fine ToA: 124.6890869140625
Ground Truth ToA: 93.23985290527344, Coarse ToA: 92.83836364746094, Fine ToA: 92.73482513427734
Ground Truth ToA: 95.31636047363281, Coarse ToA: 97.308349609375, Fine ToA: 98.46928405761719
Ground Truth ToA: 82.99064636230469, Coarse ToA: 83.54975128173828, Fine ToA: 133.9482879638672
Ground Truth ToA: 138.97967529296875, Coarse ToA: 140.97215270996094, Fine ToA: 141.0748748779297
Ground Truth ToA: 109.97982788085938, Coarse ToA: 111.51990509033203, Fine ToA: 111.25025939941406
Ground Truth ToA: 54.2770881652832, Coarse ToA: 54.390411376953125, Fine ToA: 118.81471252441406
Ground Truth ToA: 114.79545593261719, Coarse ToA: 113.77814483642578, Fine ToA: 114.61125183105469
Ground Truth ToA: 92.3412857055664, Coarse ToA: 93.96444702148438, Fine ToA: 94.07678985595703
Ground Truth ToA: 120.01404571533203, Coarse ToA: 121.84110260009766, Fine ToA: 122.07926940917969
Ground Truth ToA: 66.28339385986328, Coarse ToA: 66.29489135742188, Fine ToA: 66.2800521850586
Ground Truth ToA: 99.46581268310547, Coarse ToA: 100.75279235839844, Fine ToA: 99.50941467285156
Ground Truth ToA: 50.87102508544922, Coarse ToA: 51.6186408996582, Fine ToA: 50.748130798339844
Ground Truth ToA: 51.09754943847656, Coarse ToA: 55.8575553894043, Fine ToA: 55.45756149291992
Ground Truth ToA: 104.24221801757812, Coarse ToA: 103.4250717163086, Fine ToA: 96.47209167480469
Ground Truth ToA: 93.57533264160156, Coarse ToA: 91.93690490722656, Fine ToA: 91.60083770751953
Ground Truth ToA: 53.229209899902344, Coarse ToA: 54.41977310180664, Fine ToA: 54.14722442626953
Ground Truth ToA: 65.16938018798828, Coarse ToA: 71.85755157470703, Fine ToA: 72.07604217529297
Ground Truth ToA: 57.51832962036133, Coarse ToA: 56.77712631225586, Fine ToA: 57.775489807128906
Ground Truth ToA: 77.29216003417969, Coarse ToA: 76.54214477539062, Fine ToA: 76.10079956054688
Ground Truth ToA: 131.9669647216797, Coarse ToA: 131.2740936279297, Fine ToA: 131.91941833496094
Ground Truth ToA: 89.97335815429688, Coarse ToA: 91.81048583984375, Fine ToA: 92.32361602783203
Ground Truth ToA: 68.65142059326172, Coarse ToA: 79.78575134277344, Fine ToA: 50.57525634765625
Ground Truth ToA: 53.68032455444336, Coarse ToA: 54.76754379272461, Fine ToA: 53.86774826049805
Ground Truth ToA: 55.30617141723633, Coarse ToA: 54.664485931396484, Fine ToA: 54.61565017700195
Ground Truth ToA: 113.84501647949219, Coarse ToA: 110.32205963134766, Fine ToA: 111.62947845458984
Ground Truth ToA: 139.65359497070312, Coarse ToA: 140.2880859375, Fine ToA: 140.01918029785156
Ground Truth ToA: 109.56928253173828, Coarse ToA: 114.28497314453125, Fine ToA: 114.10191345214844
Ground Truth ToA: 140.98585510253906, Coarse ToA: 139.26382446289062, Fine ToA: 140.59230041503906
Ground Truth ToA: 108.95765686035156, Coarse ToA: 107.58749389648438, Fine ToA: 108.28887176513672
Ground Truth ToA: 131.71241760253906, Coarse ToA: 132.0096893310547, Fine ToA: 129.7591094970703
Ground Truth ToA: 125.06838989257812, Coarse ToA: 121.9259262084961, Fine ToA: 122.2618408203125
Ground Truth ToA: 52.7027473449707, Coarse ToA: 52.50988006591797, Fine ToA: 52.91967010498047
Ground Truth ToA: 58.56475830078125, Coarse ToA: 58.26689910888672, Fine ToA: 58.55496597290039
Ground Truth ToA: 107.69561004638672, Coarse ToA: 108.5355224609375, Fine ToA: 109.02017974853516
Ground Truth ToA: 118.2314682006836, Coarse ToA: 115.57361602783203, Fine ToA: 115.60184478759766
Ground Truth ToA: 53.612178802490234, Coarse ToA: 55.68880081176758, Fine ToA: 55.15380859375
Ground Truth ToA: 112.38094329833984, Coarse ToA: 113.59429168701172, Fine ToA: 113.89725494384766
Ground Truth ToA: 137.05104064941406, Coarse ToA: 146.91749572753906, Fine ToA: 147.19961547851562
Ground Truth ToA: 147.9674835205078, Coarse ToA: 144.14581298828125, Fine ToA: 145.5938262939453
Ground Truth ToA: 86.15973663330078, Coarse ToA: 84.06895446777344, Fine ToA: 84.34532928466797
Ground Truth ToA: 117.1146011352539, Coarse ToA: 118.81254577636719, Fine ToA: 118.9330825805664
Ground Truth ToA: 94.86685180664062, Coarse ToA: 93.6356430053711, Fine ToA: 94.07478332519531
Ground Truth ToA: 81.41300201416016, Coarse ToA: 80.28955078125, Fine ToA: 81.52959442138672
Ground Truth ToA: 51.28803634643555, Coarse ToA: 51.54380798339844, Fine ToA: 50.61930847167969
Ground Truth ToA: 80.0369644165039, Coarse ToA: 76.90675354003906, Fine ToA: 77.58280181884766
Ground Truth ToA: 72.1170654296875, Coarse ToA: 75.39569091796875, Fine ToA: 75.87245178222656
Ground Truth ToA: 59.44150924682617, Coarse ToA: 59.95771408081055, Fine ToA: 60.38875961303711
Ground Truth ToA: 79.37225341796875, Coarse ToA: 82.73741149902344, Fine ToA: 81.52642059326172
Ground Truth ToA: 111.44112396240234, Coarse ToA: 112.3563461303711, Fine ToA: 112.77898406982422
Ground Truth ToA: 107.69085693359375, Coarse ToA: 106.45829010009766, Fine ToA: 107.22872161865234
Ground Truth ToA: 50.50786209106445, Coarse ToA: 50.825836181640625, Fine ToA: 51.00847625732422
Ground Truth ToA: 51.79030227661133, Coarse ToA: 52.49955749511719, Fine ToA: 52.80256652832031
Ground Truth ToA: 83.2746810913086, Coarse ToA: 81.37132263183594, Fine ToA: 81.3320541381836
Ground Truth ToA: 69.13541412353516, Coarse ToA: 69.02532196044922, Fine ToA: 68.60153198242188
Ground Truth ToA: 118.4136734008789, Coarse ToA: 116.4898681640625, Fine ToA: 115.8899154663086
Ground Truth ToA: 79.87718963623047, Coarse ToA: 77.5032958984375, Fine ToA: 77.47799682617188
Ground Truth ToA: 137.9877166748047, Coarse ToA: 129.8107452392578, Fine ToA: 137.85357666015625
Ground Truth ToA: 54.08340072631836, Coarse ToA: 51.74657440185547, Fine ToA: 52.07789993286133
Ground Truth ToA: 65.62065124511719, Coarse ToA: 62.267372131347656, Fine ToA: 62.570655822753906
Ground Truth ToA: 135.33607482910156, Coarse ToA: 135.07498168945312, Fine ToA: 135.33798217773438
Ground Truth ToA: 110.23674011230469, Coarse ToA: 110.8389663696289, Fine ToA: 110.8902816772461
Ground Truth ToA: 90.55420684814453, Coarse ToA: 92.02618408203125, Fine ToA: 92.50048065185547
Ground Truth ToA: 66.57736206054688, Coarse ToA: 64.38066864013672, Fine ToA: 64.6785659790039
Ground Truth ToA: 63.57707214355469, Coarse ToA: 61.69632339477539, Fine ToA: 61.73291778564453
Ground Truth ToA: 130.18927001953125, Coarse ToA: 131.677734375, Fine ToA: 130.86459350585938
Ground Truth ToA: 99.98724365234375, Coarse ToA: 97.12188720703125, Fine ToA: 97.02434539794922
Ground Truth ToA: 74.10002899169922, Coarse ToA: 71.8117904663086, Fine ToA: 73.449951171875
Ground Truth ToA: 120.61115264892578, Coarse ToA: 125.26814270019531, Fine ToA: 125.77899932861328
Ground Truth ToA: 68.96710205078125, Coarse ToA: 67.12487030029297, Fine ToA: 67.67308044433594
Ground Truth ToA: 71.06387329101562, Coarse ToA: 81.26607513427734, Fine ToA: 79.25780487060547
Ground Truth ToA: 149.2242431640625, Coarse ToA: 145.38003540039062, Fine ToA: 146.6905059814453
Ground Truth ToA: 100.28569030761719, Coarse ToA: 97.84501647949219, Fine ToA: 99.02671813964844
Ground Truth ToA: 128.13963317871094, Coarse ToA: 133.8985137939453, Fine ToA: 133.54505920410156
Ground Truth ToA: 51.065223693847656, Coarse ToA: 50.07773208618164, Fine ToA: 50.23866271972656
Ground Truth ToA: 138.50965881347656, Coarse ToA: 137.19508361816406, Fine ToA: 137.20538330078125
