Ground Truth ToA: 101.06251525878906, Coarse ToA: 96.30097198486328, Fine ToA: 112.64897155761719
Ground Truth ToA: 120.40692901611328, Coarse ToA: 122.9430160522461, Fine ToA: 121.45413208007812
Ground Truth ToA: 78.06394958496094, Coarse ToA: 78.43504333496094, Fine ToA: 77.91040802001953
Ground Truth ToA: 147.72909545898438, Coarse ToA: 148.87747192382812, Fine ToA: 147.8452911376953
Ground Truth ToA: 88.41380310058594, Coarse ToA: 87.99425506591797, Fine ToA: 88.90574645996094
Ground Truth ToA: 77.18498229980469, Coarse ToA: 75.75791931152344, Fine ToA: 76.15365600585938
Ground Truth ToA: 73.29285430908203, Coarse ToA: 71.82775115966797, Fine ToA: 143.58839416503906
Ground Truth ToA: 91.70113372802734, Coarse ToA: 90.66619873046875, Fine ToA: 91.55220031738281
Ground Truth ToA: 84.601318359375, Coarse ToA: 91.0796127319336, Fine ToA: 84.55184173583984
Ground Truth ToA: 84.78670501708984, Coarse ToA: 86.17296600341797, Fine ToA: 86.50218963623047
Ground Truth ToA: 69.73433685302734, Coarse ToA: 69.80485534667969, Fine ToA: 69.28067779541016
Ground Truth ToA: 141.26527404785156, Coarse ToA: 139.94203186035156, Fine ToA: 140.58493041992188
Ground Truth ToA: 71.19602966308594, Coarse ToA: 70.8680648803711, Fine ToA: 71.37736511230469
Ground Truth ToA: 75.7565689086914, Coarse ToA: 75.08992004394531, Fine ToA: 77.13062286376953
Ground Truth ToA: 75.97415161132812, Coarse ToA: 75.52836608886719, Fine ToA: 75.66548156738281
Ground Truth ToA: 68.5200424194336, Coarse ToA: 68.73893737792969, Fine ToA: 126.09963989257812
Ground Truth ToA: 54.706809997558594, Coarse ToA: 53.996826171875, Fine ToA: 54.79993438720703
Ground Truth ToA: 108.26024627685547, Coarse ToA: 109.6793441772461, Fine ToA: 108.73603820800781
Ground Truth ToA: 117.64353942871094, Coarse ToA: 118.09455108642578, Fine ToA: 117.06644439697266
Ground Truth ToA: 56.91301345825195, Coarse ToA: 55.199302673339844, Fine ToA: 57.5377311706543
Ground Truth ToA: 123.03102111816406, Coarse ToA: 121.11276245117188, Fine ToA: 105.14453125
Ground Truth ToA: 121.60429382324219, Coarse ToA: 119.946044921875, Fine ToA: 122.46517944335938
Ground Truth ToA: 69.0674057006836, Coarse ToA: 70.22100067138672, Fine ToA: 68.85507202148438
Ground Truth ToA: 147.70428466796875, Coarse ToA: 148.62527465820312, Fine ToA: 148.1398468017578
Ground Truth ToA: 72.6896743774414, Coarse ToA: 74.63958740234375, Fine ToA: 91.56076049804688
Ground Truth ToA: 132.13531494140625, Coarse ToA: 129.69873046875, Fine ToA: 132.13812255859375
Ground Truth ToA: 75.82406616210938, Coarse ToA: 77.09667205810547, Fine ToA: 75.98878479003906
Ground Truth ToA: 149.92138671875, Coarse ToA: 148.9521484375, Fine ToA: 149.16497802734375
Ground Truth ToA: 82.17562103271484, Coarse ToA: 80.54786682128906, Fine ToA: 81.78355407714844
Ground Truth ToA: 79.56686401367188, Coarse ToA: 77.33260345458984, Fine ToA: 115.86661529541016
Ground Truth ToA: 88.66242980957031, Coarse ToA: 88.4669418334961, Fine ToA: 88.37281799316406
Ground Truth ToA: 140.68017578125, Coarse ToA: 139.73211669921875, Fine ToA: 140.49139404296875
Ground Truth ToA: 139.69210815429688, Coarse ToA: 138.3260955810547, Fine ToA: 139.3029022216797
Ground Truth ToA: 59.232391357421875, Coarse ToA: 56.0203742980957, Fine ToA: 62.638633728027344
Ground Truth ToA: 108.55979919433594, Coarse ToA: 107.81478881835938, Fine ToA: 70.37600708007812
Ground Truth ToA: 90.45758056640625, Coarse ToA: 88.90235137939453, Fine ToA: 90.02960968017578
Ground Truth ToA: 88.46279907226562, Coarse ToA: 87.01233673095703, Fine ToA: 88.45508575439453
Ground Truth ToA: 71.29463195800781, Coarse ToA: 71.96070098876953, Fine ToA: 111.03897094726562
Ground Truth ToA: 59.50943374633789, Coarse ToA: 61.77759552001953, Fine ToA: 131.58567810058594
Ground Truth ToA: 69.16175842285156, Coarse ToA: 69.10263061523438, Fine ToA: 68.73776245117188
Ground Truth ToA: 149.81561279296875, Coarse ToA: 148.5841064453125, Fine ToA: 152.21197509765625
Ground Truth ToA: 126.37889862060547, Coarse ToA: 124.29177856445312, Fine ToA: 126.0483169555664
Ground Truth ToA: 143.4732208251953, Coarse ToA: 141.65440368652344, Fine ToA: 143.20364379882812
Ground Truth ToA: 119.8663330078125, Coarse ToA: 118.22595977783203, Fine ToA: 119.08446502685547
Ground Truth ToA: 52.92402267456055, Coarse ToA: 52.55797576904297, Fine ToA: 104.28974914550781
Ground Truth ToA: 108.72615814208984, Coarse ToA: 108.49994659423828, Fine ToA: 126.1104965209961
Ground Truth ToA: 54.26176834106445, Coarse ToA: 53.4051513671875, Fine ToA: 55.16050720214844
Ground Truth ToA: 141.43408203125, Coarse ToA: 141.8880615234375, Fine ToA: 108.96660614013672
Ground Truth ToA: 107.00960540771484, Coarse ToA: 107.51795196533203, Fine ToA: 107.38922882080078
Ground Truth ToA: 116.96085357666016, Coarse ToA: 119.21751403808594, Fine ToA: 117.50166320800781
Ground Truth ToA: 110.27255249023438, Coarse ToA: 111.61668395996094, Fine ToA: 92.46729278564453
Ground Truth ToA: 133.32806396484375, Coarse ToA: 133.44793701171875, Fine ToA: 132.12692260742188
Ground Truth ToA: 126.9521713256836, Coarse ToA: 127.51000213623047, Fine ToA: 128.14508056640625
Ground Truth ToA: 78.78011322021484, Coarse ToA: 77.2798843383789, Fine ToA: 78.82905578613281
Ground Truth ToA: 76.3962631225586, Coarse ToA: 77.03594207763672, Fine ToA: 76.42693328857422
Ground Truth ToA: 57.09602355957031, Coarse ToA: 56.90074920654297, Fine ToA: 56.51742172241211
Ground Truth ToA: 52.412628173828125, Coarse ToA: 51.63005065917969, Fine ToA: 51.91032028198242
Ground Truth ToA: 65.08604431152344, Coarse ToA: 64.99757385253906, Fine ToA: 91.62480926513672
Ground Truth ToA: 89.34024047851562, Coarse ToA: 90.61551666259766, Fine ToA: 88.93685150146484
Ground Truth ToA: 123.47528076171875, Coarse ToA: 123.3537826538086, Fine ToA: 124.43551635742188
Ground Truth ToA: 128.57321166992188, Coarse ToA: 128.0640869140625, Fine ToA: 89.0843276977539
Ground Truth ToA: 108.4718246459961, Coarse ToA: 107.47086334228516, Fine ToA: 107.52196502685547
Ground Truth ToA: 112.2620849609375, Coarse ToA: 114.89942932128906, Fine ToA: 114.92450714111328
Ground Truth ToA: 59.4136848449707, Coarse ToA: 57.073219299316406, Fine ToA: 58.23323440551758
Ground Truth ToA: 86.0477294921875, Coarse ToA: 85.36804962158203, Fine ToA: 86.04055786132812
Ground Truth ToA: 134.7384796142578, Coarse ToA: 135.88818359375, Fine ToA: 134.47479248046875
Ground Truth ToA: 99.71725463867188, Coarse ToA: 101.3134765625, Fine ToA: 99.58349609375
Ground Truth ToA: 148.07089233398438, Coarse ToA: 146.22592163085938, Fine ToA: 63.713226318359375
Ground Truth ToA: 56.21553039550781, Coarse ToA: 55.684635162353516, Fine ToA: 123.34011840820312
Ground Truth ToA: 115.6487808227539, Coarse ToA: 117.18904876708984, Fine ToA: 116.56954193115234
Ground Truth ToA: 85.48257446289062, Coarse ToA: 84.7942123413086, Fine ToA: 84.89547729492188
Ground Truth ToA: 71.0682373046875, Coarse ToA: 69.46576690673828, Fine ToA: 70.69672393798828
Ground Truth ToA: 50.95859146118164, Coarse ToA: 52.13475799560547, Fine ToA: 104.94782257080078
Ground Truth ToA: 114.29619598388672, Coarse ToA: 118.0938720703125, Fine ToA: 115.03916931152344
Ground Truth ToA: 149.00634765625, Coarse ToA: 146.2155303955078, Fine ToA: 51.23952102661133
Ground Truth ToA: 62.42301940917969, Coarse ToA: 61.584171295166016, Fine ToA: 62.548866271972656
Ground Truth ToA: 55.36103820800781, Coarse ToA: 53.5333366394043, Fine ToA: 54.97593307495117
Ground Truth ToA: 105.48037719726562, Coarse ToA: 103.48511505126953, Fine ToA: 128.96539306640625
Ground Truth ToA: 118.73420715332031, Coarse ToA: 117.42767333984375, Fine ToA: 74.44623565673828
Ground Truth ToA: 82.05059051513672, Coarse ToA: 85.4015884399414, Fine ToA: 85.14325714111328
Ground Truth ToA: 134.87680053710938, Coarse ToA: 134.818603515625, Fine ToA: 135.33689880371094
Ground Truth ToA: 100.9828872680664, Coarse ToA: 101.59546661376953, Fine ToA: 99.39410400390625
Ground Truth ToA: 73.3199691772461, Coarse ToA: 74.44573974609375, Fine ToA: 72.43094635009766
Ground Truth ToA: 126.75572204589844, Coarse ToA: 124.50025939941406, Fine ToA: 135.8048095703125
Ground Truth ToA: 109.09248352050781, Coarse ToA: 109.09029388427734, Fine ToA: 110.39630889892578
Ground Truth ToA: 58.72169494628906, Coarse ToA: 56.06808090209961, Fine ToA: 118.15242767333984
Ground Truth ToA: 82.01272583007812, Coarse ToA: 79.62545013427734, Fine ToA: 81.50504302978516
Ground Truth ToA: 132.17823791503906, Coarse ToA: 131.15431213378906, Fine ToA: 133.0275115966797
Ground Truth ToA: 119.4806137084961, Coarse ToA: 119.25240325927734, Fine ToA: 119.78055572509766
Ground Truth ToA: 120.45357513427734, Coarse ToA: 118.58526611328125, Fine ToA: 91.81513977050781
Ground Truth ToA: 83.14247131347656, Coarse ToA: 82.74250030517578, Fine ToA: 83.08419799804688
Ground Truth ToA: 66.34465026855469, Coarse ToA: 66.81354522705078, Fine ToA: 66.41373443603516
Ground Truth ToA: 121.87272644042969, Coarse ToA: 122.41830444335938, Fine ToA: 147.9894256591797
Ground Truth ToA: 71.31681060791016, Coarse ToA: 71.49717712402344, Fine ToA: 70.92779541015625
Ground Truth ToA: 140.10484313964844, Coarse ToA: 139.56280517578125, Fine ToA: 139.89276123046875
Ground Truth ToA: 83.3277587890625, Coarse ToA: 85.41090393066406, Fine ToA: 84.77621459960938
Ground Truth ToA: 83.45269012451172, Coarse ToA: 83.89387512207031, Fine ToA: 84.40374755859375
Ground Truth ToA: 95.35120391845703, Coarse ToA: 95.70112609863281, Fine ToA: 95.04450988769531
Ground Truth ToA: 53.35507583618164, Coarse ToA: 55.58170700073242, Fine ToA: 82.39485931396484
Ground Truth ToA: 128.2006378173828, Coarse ToA: 130.62550354003906, Fine ToA: 125.585205078125
Ground Truth ToA: 146.58128356933594, Coarse ToA: 147.44578552246094, Fine ToA: 146.82383728027344
Ground Truth ToA: 129.5293426513672, Coarse ToA: 127.36995697021484, Fine ToA: 105.3813247680664
Ground Truth ToA: 142.52432250976562, Coarse ToA: 143.52780151367188, Fine ToA: 142.07655334472656
Ground Truth ToA: 83.018798828125, Coarse ToA: 84.80533599853516, Fine ToA: 95.48094177246094
Ground Truth ToA: 103.01820373535156, Coarse ToA: 103.803466796875, Fine ToA: 103.08602905273438
Ground Truth ToA: 74.01751708984375, Coarse ToA: 73.6556625366211, Fine ToA: 76.98253631591797
Ground Truth ToA: 104.18338012695312, Coarse ToA: 104.31062316894531, Fine ToA: 103.23797607421875
Ground Truth ToA: 143.6423797607422, Coarse ToA: 147.63108825683594, Fine ToA: 146.7852325439453
Ground Truth ToA: 75.02969360351562, Coarse ToA: 72.8982925415039, Fine ToA: 74.91961669921875
Ground Truth ToA: 87.28254699707031, Coarse ToA: 88.35933685302734, Fine ToA: 104.70478057861328
Ground Truth ToA: 110.20783996582031, Coarse ToA: 107.8128662109375, Fine ToA: 109.83133697509766
Ground Truth ToA: 97.90786743164062, Coarse ToA: 96.168701171875, Fine ToA: 96.73426818847656
Ground Truth ToA: 52.42606735229492, Coarse ToA: 53.465370178222656, Fine ToA: 73.66092681884766
Ground Truth ToA: 116.94314575195312, Coarse ToA: 114.26058197021484, Fine ToA: 116.66726684570312
Ground Truth ToA: 59.96209716796875, Coarse ToA: 58.093055725097656, Fine ToA: 58.912254333496094
Ground Truth ToA: 118.28985595703125, Coarse ToA: 118.28640747070312, Fine ToA: 117.84037017822266
Ground Truth ToA: 67.06941223144531, Coarse ToA: 66.77193450927734, Fine ToA: 98.9493179321289
Ground Truth ToA: 148.73626708984375, Coarse ToA: 149.6494140625, Fine ToA: 149.65394592285156
Ground Truth ToA: 80.27715301513672, Coarse ToA: 80.45025634765625, Fine ToA: 79.99435424804688
Ground Truth ToA: 54.973270416259766, Coarse ToA: 54.25435256958008, Fine ToA: 54.69818878173828
Ground Truth ToA: 97.18875122070312, Coarse ToA: 97.32581329345703, Fine ToA: 129.98475646972656
Ground Truth ToA: 116.63996124267578, Coarse ToA: 117.22069549560547, Fine ToA: 79.95368957519531
Ground Truth ToA: 104.20246887207031, Coarse ToA: 103.4743423461914, Fine ToA: 103.59342193603516
Ground Truth ToA: 98.06647491455078, Coarse ToA: 98.58657836914062, Fine ToA: 98.46253967285156
Ground Truth ToA: 100.98758697509766, Coarse ToA: 100.00932312011719, Fine ToA: 101.18199920654297
Ground Truth ToA: 102.10388946533203, Coarse ToA: 102.20934295654297, Fine ToA: 102.38859558105469
Ground Truth ToA: 115.18836975097656, Coarse ToA: 117.02909088134766, Fine ToA: 53.15409851074219
Ground Truth ToA: 105.37828063964844, Coarse ToA: 103.8842544555664, Fine ToA: 105.45218658447266
Ground Truth ToA: 141.90243530273438, Coarse ToA: 141.78012084960938, Fine ToA: 114.27890014648438
Ground Truth ToA: 55.2943115234375, Coarse ToA: 54.154754638671875, Fine ToA: 54.547176361083984
Ground Truth ToA: 68.57218170166016, Coarse ToA: 70.03524017333984, Fine ToA: 67.9083251953125
Ground Truth ToA: 72.7674560546875, Coarse ToA: 71.92880249023438, Fine ToA: 72.94681549072266
Ground Truth ToA: 93.6409912109375, Coarse ToA: 96.63518524169922, Fine ToA: 92.99957275390625
Ground Truth ToA: 64.98464965820312, Coarse ToA: 66.84281921386719, Fine ToA: 66.60895538330078
Ground Truth ToA: 71.4732666015625, Coarse ToA: 70.21735382080078, Fine ToA: 69.03522491455078
Ground Truth ToA: 57.663516998291016, Coarse ToA: 57.66712951660156, Fine ToA: 58.40531921386719
Ground Truth ToA: 62.18604278564453, Coarse ToA: 63.65327072143555, Fine ToA: 61.836341857910156
Ground Truth ToA: 75.16361999511719, Coarse ToA: 74.17532348632812, Fine ToA: 75.47696685791016
Ground Truth ToA: 87.25695037841797, Coarse ToA: 88.55873107910156, Fine ToA: 89.19313049316406
Ground Truth ToA: 93.25908660888672, Coarse ToA: 91.75684356689453, Fine ToA: 92.90323638916016
Ground Truth ToA: 113.79580688476562, Coarse ToA: 113.57710266113281, Fine ToA: 112.3682632446289
Ground Truth ToA: 66.13674926757812, Coarse ToA: 66.2918472290039, Fine ToA: 65.11068725585938
Ground Truth ToA: 110.34223175048828, Coarse ToA: 109.64257049560547, Fine ToA: 110.58667755126953
Ground Truth ToA: 102.25235748291016, Coarse ToA: 101.75729370117188, Fine ToA: 102.63044738769531
Ground Truth ToA: 100.15233612060547, Coarse ToA: 98.40853881835938, Fine ToA: 100.30913543701172
Ground Truth ToA: 94.96702575683594, Coarse ToA: 94.53339385986328, Fine ToA: 70.690185546875
Ground Truth ToA: 105.7918472290039, Coarse ToA: 104.8694839477539, Fine ToA: 105.31517791748047
Ground Truth ToA: 94.44410705566406, Coarse ToA: 94.87654113769531, Fine ToA: 94.80226135253906
Ground Truth ToA: 64.04708862304688, Coarse ToA: 63.95539093017578, Fine ToA: 63.65753173828125
Ground Truth ToA: 59.055049896240234, Coarse ToA: 57.77399444580078, Fine ToA: 59.06538391113281
Ground Truth ToA: 109.9881591796875, Coarse ToA: 111.7620620727539, Fine ToA: 109.48016357421875
Ground Truth ToA: 112.81230926513672, Coarse ToA: 115.61210632324219, Fine ToA: 113.81640625
Ground Truth ToA: 80.90519714355469, Coarse ToA: 80.20935821533203, Fine ToA: 80.65142822265625
Ground Truth ToA: 89.76567077636719, Coarse ToA: 88.44611358642578, Fine ToA: 89.55795288085938
Ground Truth ToA: 59.47985076904297, Coarse ToA: 62.25813293457031, Fine ToA: 59.41154479980469
Ground Truth ToA: 112.04443359375, Coarse ToA: 110.739501953125, Fine ToA: 104.20094299316406
Ground Truth ToA: 106.7226333618164, Coarse ToA: 106.25821685791016, Fine ToA: 107.25155639648438
Ground Truth ToA: 107.18590545654297, Coarse ToA: 106.47798156738281, Fine ToA: 107.28012084960938
Ground Truth ToA: 147.79766845703125, Coarse ToA: 146.8585205078125, Fine ToA: 146.61871337890625
Ground Truth ToA: 56.62619400024414, Coarse ToA: 57.50064468383789, Fine ToA: 57.13320541381836
Ground Truth ToA: 90.893310546875, Coarse ToA: 90.38629913330078, Fine ToA: 90.24397277832031
Ground Truth ToA: 131.57821655273438, Coarse ToA: 130.6065216064453, Fine ToA: 99.24431610107422
Ground Truth ToA: 110.65611267089844, Coarse ToA: 110.92377471923828, Fine ToA: 110.42024230957031
Ground Truth ToA: 74.97936248779297, Coarse ToA: 74.24787902832031, Fine ToA: 74.72451782226562
Ground Truth ToA: 77.41915893554688, Coarse ToA: 78.41561889648438, Fine ToA: 77.1748275756836
Ground Truth ToA: 106.66378021240234, Coarse ToA: 107.91307830810547, Fine ToA: 106.95185852050781
Ground Truth ToA: 107.74331665039062, Coarse ToA: 107.07086181640625, Fine ToA: 106.4767837524414
Ground Truth ToA: 119.705322265625, Coarse ToA: 119.7608642578125, Fine ToA: 119.70770263671875
Ground Truth ToA: 68.70046997070312, Coarse ToA: 68.6895523071289, Fine ToA: 68.90699005126953
Ground Truth ToA: 74.68470001220703, Coarse ToA: 74.10816192626953, Fine ToA: 74.27560424804688
Ground Truth ToA: 125.64110565185547, Coarse ToA: 124.44865417480469, Fine ToA: 74.9105224609375
Ground Truth ToA: 141.81951904296875, Coarse ToA: 142.65992736816406, Fine ToA: 98.23100280761719
Ground Truth ToA: 145.9285888671875, Coarse ToA: 146.38131713867188, Fine ToA: 145.58895874023438
Ground Truth ToA: 104.76119232177734, Coarse ToA: 103.93635559082031, Fine ToA: 104.1827392578125
Ground Truth ToA: 101.20100402832031, Coarse ToA: 101.4181900024414, Fine ToA: 66.05024719238281
Ground Truth ToA: 147.0904083251953, Coarse ToA: 144.37982177734375, Fine ToA: 106.01124572753906
Ground Truth ToA: 85.096435546875, Coarse ToA: 86.15833282470703, Fine ToA: 85.08058166503906
Ground Truth ToA: 63.035316467285156, Coarse ToA: 66.69502258300781, Fine ToA: 64.73284149169922
Ground Truth ToA: 89.46412658691406, Coarse ToA: 88.44678497314453, Fine ToA: 145.11468505859375
Ground Truth ToA: 108.4198989868164, Coarse ToA: 112.42366027832031, Fine ToA: 109.24646759033203
Ground Truth ToA: 100.32150268554688, Coarse ToA: 100.40141296386719, Fine ToA: 68.15291595458984
Ground Truth ToA: 149.83265686035156, Coarse ToA: 147.1924591064453, Fine ToA: 149.42953491210938
Ground Truth ToA: 123.6415786743164, Coarse ToA: 121.46107482910156, Fine ToA: 123.1786117553711
Ground Truth ToA: 57.980308532714844, Coarse ToA: 57.61625289916992, Fine ToA: 58.01708221435547
Ground Truth ToA: 101.61153411865234, Coarse ToA: 101.00357055664062, Fine ToA: 100.94379425048828
Ground Truth ToA: 59.1688117980957, Coarse ToA: 63.52825927734375, Fine ToA: 60.31716537475586
Ground Truth ToA: 109.718017578125, Coarse ToA: 110.99177551269531, Fine ToA: 109.6854476928711
Ground Truth ToA: 113.09068298339844, Coarse ToA: 111.96871948242188, Fine ToA: 113.149658203125
Ground Truth ToA: 69.35429382324219, Coarse ToA: 66.94766998291016, Fine ToA: 69.67578125
Ground Truth ToA: 85.31317138671875, Coarse ToA: 86.39750671386719, Fine ToA: 84.8648452758789
Ground Truth ToA: 126.0780029296875, Coarse ToA: 126.08963775634766, Fine ToA: 125.99803924560547
Ground Truth ToA: 147.13926696777344, Coarse ToA: 146.36050415039062, Fine ToA: 140.11016845703125
Ground Truth ToA: 83.90080261230469, Coarse ToA: 86.52994537353516, Fine ToA: 84.68045043945312
Ground Truth ToA: 148.00466918945312, Coarse ToA: 147.1033477783203, Fine ToA: 147.7766876220703
Ground Truth ToA: 77.27458953857422, Coarse ToA: 74.4670639038086, Fine ToA: 76.96208190917969
Ground Truth ToA: 138.92269897460938, Coarse ToA: 138.61077880859375, Fine ToA: 138.41220092773438
Ground Truth ToA: 148.1060028076172, Coarse ToA: 147.37384033203125, Fine ToA: 147.68150329589844
Ground Truth ToA: 92.43315887451172, Coarse ToA: 93.12230682373047, Fine ToA: 64.61009979248047
Ground Truth ToA: 99.80416870117188, Coarse ToA: 99.29932403564453, Fine ToA: 98.82789611816406
Ground Truth ToA: 98.96491241455078, Coarse ToA: 98.19877624511719, Fine ToA: 98.91657257080078
Ground Truth ToA: 115.10713195800781, Coarse ToA: 115.01927947998047, Fine ToA: 115.21096801757812
Ground Truth ToA: 88.9332504272461, Coarse ToA: 87.6291275024414, Fine ToA: 88.66719055175781
Ground Truth ToA: 80.93537902832031, Coarse ToA: 79.23281860351562, Fine ToA: 80.08786010742188
Ground Truth ToA: 111.1333236694336, Coarse ToA: 111.3374252319336, Fine ToA: 110.57754516601562
Ground Truth ToA: 54.410430908203125, Coarse ToA: 53.79057693481445, Fine ToA: 54.50067138671875
Ground Truth ToA: 112.37004852294922, Coarse ToA: 110.95394897460938, Fine ToA: 112.49555206298828
Ground Truth ToA: 148.45458984375, Coarse ToA: 147.81399536132812, Fine ToA: 149.4208984375
Ground Truth ToA: 87.98632049560547, Coarse ToA: 86.7123031616211, Fine ToA: 87.74462127685547
Ground Truth ToA: 129.6802978515625, Coarse ToA: 129.18402099609375, Fine ToA: 130.0995330810547
Ground Truth ToA: 78.96075439453125, Coarse ToA: 79.58666229248047, Fine ToA: 78.37432098388672
Ground Truth ToA: 139.49508666992188, Coarse ToA: 140.73133850097656, Fine ToA: 102.86532592773438
Ground Truth ToA: 66.38062286376953, Coarse ToA: 65.22377014160156, Fine ToA: 66.68324279785156
Ground Truth ToA: 60.023231506347656, Coarse ToA: 59.579017639160156, Fine ToA: 59.897037506103516
Ground Truth ToA: 135.29786682128906, Coarse ToA: 135.21022033691406, Fine ToA: 134.57681274414062
Ground Truth ToA: 136.84368896484375, Coarse ToA: 138.20191955566406, Fine ToA: 136.9250946044922
Ground Truth ToA: 72.42115020751953, Coarse ToA: 70.9926528930664, Fine ToA: 72.61761474609375
Ground Truth ToA: 69.81024932861328, Coarse ToA: 73.81698608398438, Fine ToA: 71.0984115600586
Ground Truth ToA: 57.49738693237305, Coarse ToA: 56.72111892700195, Fine ToA: 57.38882064819336
Ground Truth ToA: 115.7545166015625, Coarse ToA: 115.96704864501953, Fine ToA: 114.85585021972656
Ground Truth ToA: 74.88834381103516, Coarse ToA: 72.48877716064453, Fine ToA: 72.97797393798828
Ground Truth ToA: 103.87837982177734, Coarse ToA: 103.63882446289062, Fine ToA: 103.3964614868164
Ground Truth ToA: 140.51365661621094, Coarse ToA: 138.3618927001953, Fine ToA: 140.59165954589844
Ground Truth ToA: 67.2856674194336, Coarse ToA: 66.02257537841797, Fine ToA: 60.25390625
Ground Truth ToA: 98.79889678955078, Coarse ToA: 96.78268432617188, Fine ToA: 98.40156555175781
Ground Truth ToA: 103.9585952758789, Coarse ToA: 102.26150512695312, Fine ToA: 103.7154312133789
Ground Truth ToA: 77.4944839477539, Coarse ToA: 77.56300354003906, Fine ToA: 77.37904357910156
Ground Truth ToA: 90.92565155029297, Coarse ToA: 90.32936096191406, Fine ToA: 90.32234191894531
Ground Truth ToA: 64.38880157470703, Coarse ToA: 64.20738983154297, Fine ToA: 64.19744110107422
Ground Truth ToA: 146.35232543945312, Coarse ToA: 146.44964599609375, Fine ToA: 146.24942016601562
Ground Truth ToA: 51.70125198364258, Coarse ToA: 51.24730682373047, Fine ToA: 51.86161422729492
Ground Truth ToA: 68.79676055908203, Coarse ToA: 70.5591812133789, Fine ToA: 69.87174987792969
Ground Truth ToA: 77.51132202148438, Coarse ToA: 77.12686157226562, Fine ToA: 77.92208862304688
Ground Truth ToA: 58.138153076171875, Coarse ToA: 55.7240104675293, Fine ToA: 57.57041931152344
Ground Truth ToA: 77.1802749633789, Coarse ToA: 76.4233627319336, Fine ToA: 98.25492858886719
Ground Truth ToA: 65.47652435302734, Coarse ToA: 65.20362091064453, Fine ToA: 65.24504089355469
Ground Truth ToA: 114.19583892822266, Coarse ToA: 113.38279724121094, Fine ToA: 114.12377166748047
Ground Truth ToA: 106.37821960449219, Coarse ToA: 105.78086853027344, Fine ToA: 105.87084197998047
Ground Truth ToA: 68.99763488769531, Coarse ToA: 65.80224609375, Fine ToA: 68.72732543945312
Ground Truth ToA: 133.17808532714844, Coarse ToA: 132.89451599121094, Fine ToA: 51.444976806640625
Ground Truth ToA: 99.04130554199219, Coarse ToA: 99.26568603515625, Fine ToA: 98.92790985107422
Ground Truth ToA: 99.43966674804688, Coarse ToA: 99.78533172607422, Fine ToA: 99.85993194580078
Ground Truth ToA: 128.8000030517578, Coarse ToA: 132.20814514160156, Fine ToA: 129.61526489257812
Ground Truth ToA: 103.36038208007812, Coarse ToA: 101.3823471069336, Fine ToA: 102.62279510498047
Ground Truth ToA: 57.85853958129883, Coarse ToA: 58.45498275756836, Fine ToA: 57.3920783996582
Ground Truth ToA: 103.49543762207031, Coarse ToA: 103.33106994628906, Fine ToA: 103.59183502197266
Ground Truth ToA: 97.9806137084961, Coarse ToA: 96.37322235107422, Fine ToA: 98.29017639160156
Ground Truth ToA: 127.80894470214844, Coarse ToA: 129.01364135742188, Fine ToA: 123.76107025146484
Ground Truth ToA: 131.09912109375, Coarse ToA: 132.87904357910156, Fine ToA: 131.12733459472656
Ground Truth ToA: 105.38013458251953, Coarse ToA: 105.5672607421875, Fine ToA: 105.54134368896484
Ground Truth ToA: 91.96485900878906, Coarse ToA: 91.6743392944336, Fine ToA: 92.42145538330078
Ground Truth ToA: 107.29243469238281, Coarse ToA: 107.84133911132812, Fine ToA: 107.85643768310547
Ground Truth ToA: 87.53479766845703, Coarse ToA: 86.94100952148438, Fine ToA: 86.30805206298828
Ground Truth ToA: 105.13516235351562, Coarse ToA: 104.29312896728516, Fine ToA: 105.18707275390625
Ground Truth ToA: 126.30744934082031, Coarse ToA: 125.94055938720703, Fine ToA: 137.5220489501953
Ground Truth ToA: 66.88167572021484, Coarse ToA: 67.3790512084961, Fine ToA: 67.00800323486328
Ground Truth ToA: 109.0547103881836, Coarse ToA: 108.494873046875, Fine ToA: 92.71635437011719
Ground Truth ToA: 75.59242248535156, Coarse ToA: 74.43999481201172, Fine ToA: 75.55569458007812
Ground Truth ToA: 82.15084838867188, Coarse ToA: 83.68595886230469, Fine ToA: 83.03758239746094
Ground Truth ToA: 70.26467895507812, Coarse ToA: 72.31999969482422, Fine ToA: 71.34111785888672
Ground Truth ToA: 120.4183120727539, Coarse ToA: 120.53524780273438, Fine ToA: 119.48291015625
Ground Truth ToA: 98.90589904785156, Coarse ToA: 98.70663452148438, Fine ToA: 99.51455688476562
Ground Truth ToA: 131.73291015625, Coarse ToA: 131.1160888671875, Fine ToA: 131.57745361328125
Ground Truth ToA: 70.6351547241211, Coarse ToA: 69.92372131347656, Fine ToA: 69.99220275878906
Ground Truth ToA: 114.698486328125, Coarse ToA: 117.54620361328125, Fine ToA: 115.0186538696289
Ground Truth ToA: 121.80712890625, Coarse ToA: 122.07550811767578, Fine ToA: 121.39192199707031
Ground Truth ToA: 68.49549865722656, Coarse ToA: 69.20240020751953, Fine ToA: 68.2720947265625
Ground Truth ToA: 74.73930358886719, Coarse ToA: 76.36934661865234, Fine ToA: 75.40355682373047
Ground Truth ToA: 61.87158203125, Coarse ToA: 60.27577590942383, Fine ToA: 61.40378189086914
Ground Truth ToA: 100.53793334960938, Coarse ToA: 99.74579620361328, Fine ToA: 100.10260772705078
Ground Truth ToA: 127.26342010498047, Coarse ToA: 126.63261413574219, Fine ToA: 127.32427978515625
