Ground Truth ToA: 80.60552215576172, Coarse ToA: 85.60662841796875, Fine ToA: 141.463134765625
Ground Truth ToA: 101.24364471435547, Coarse ToA: 102.18840789794922, Fine ToA: 101.0102310180664
Ground Truth ToA: 82.41094207763672, Coarse ToA: 85.30691528320312, Fine ToA: 138.92828369140625
Ground Truth ToA: 147.27713012695312, Coarse ToA: 148.7068328857422, Fine ToA: 67.53197479248047
Ground Truth ToA: 82.58515167236328, Coarse ToA: 83.10562133789062, Fine ToA: 82.9993896484375
Ground Truth ToA: 80.5028305053711, Coarse ToA: 80.88958740234375, Fine ToA: 79.99447631835938
Ground Truth ToA: 103.73310089111328, Coarse ToA: 101.04549407958984, Fine ToA: 53.886810302734375
Ground Truth ToA: 128.06788635253906, Coarse ToA: 126.48831176757812, Fine ToA: 128.63067626953125
Ground Truth ToA: 130.97056579589844, Coarse ToA: 133.71859741210938, Fine ToA: 130.99566650390625
Ground Truth ToA: 70.4254150390625, Coarse ToA: 70.5556411743164, Fine ToA: 79.52658081054688
Ground Truth ToA: 149.54298400878906, Coarse ToA: 145.6159210205078, Fine ToA: 59.45634078979492
Ground Truth ToA: 125.4145278930664, Coarse ToA: 126.51011657714844, Fine ToA: 125.22877502441406
Ground Truth ToA: 132.7019805908203, Coarse ToA: 131.3333740234375, Fine ToA: 132.64358520507812
Ground Truth ToA: 116.91797637939453, Coarse ToA: 117.18437957763672, Fine ToA: 62.89292907714844
Ground Truth ToA: 58.207191467285156, Coarse ToA: 57.60810852050781, Fine ToA: 110.10865783691406
Ground Truth ToA: 134.5248565673828, Coarse ToA: 134.9784393310547, Fine ToA: 134.6094512939453
Ground Truth ToA: 52.68254089355469, Coarse ToA: 52.569820404052734, Fine ToA: 115.99730682373047
Ground Truth ToA: 67.53504180908203, Coarse ToA: 66.97235870361328, Fine ToA: 67.38002014160156
Ground Truth ToA: 118.66875457763672, Coarse ToA: 126.94831085205078, Fine ToA: 121.30933380126953
Ground Truth ToA: 55.59152603149414, Coarse ToA: 56.01105499267578, Fine ToA: 55.712318420410156
Ground Truth ToA: 147.2499542236328, Coarse ToA: 146.2442626953125, Fine ToA: 147.02976989746094
Ground Truth ToA: 57.151493072509766, Coarse ToA: 55.644683837890625, Fine ToA: 95.87106323242188
Ground Truth ToA: 97.08580017089844, Coarse ToA: 98.39861297607422, Fine ToA: 96.91923522949219
Ground Truth ToA: 51.82378387451172, Coarse ToA: 50.01166915893555, Fine ToA: 51.23110580444336
Ground Truth ToA: 114.96491241455078, Coarse ToA: 116.37187194824219, Fine ToA: 115.02129364013672
Ground Truth ToA: 81.57781219482422, Coarse ToA: 81.03254699707031, Fine ToA: 81.11541748046875
Ground Truth ToA: 117.57833862304688, Coarse ToA: 115.15475463867188, Fine ToA: 84.9570083618164
Ground Truth ToA: 96.85260009765625, Coarse ToA: 94.76549530029297, Fine ToA: 96.55582427978516
Ground Truth ToA: 55.66365432739258, Coarse ToA: 57.630393981933594, Fine ToA: 54.82296371459961
Ground Truth ToA: 93.92557525634766, Coarse ToA: 94.80536651611328, Fine ToA: 94.04539489746094
Ground Truth ToA: 50.90986251831055, Coarse ToA: 51.9119758605957, Fine ToA: 50.86702346801758
Ground Truth ToA: 78.06707000732422, Coarse ToA: 79.75019073486328, Fine ToA: 78.08849334716797
Ground Truth ToA: 62.538326263427734, Coarse ToA: 66.57991790771484, Fine ToA: 63.444862365722656
Ground Truth ToA: 106.94884490966797, Coarse ToA: 105.25145721435547, Fine ToA: 106.6662368774414
Ground Truth ToA: 74.8662338256836, Coarse ToA: 74.53065490722656, Fine ToA: 75.25276184082031
Ground Truth ToA: 133.04176330566406, Coarse ToA: 132.1977081298828, Fine ToA: 78.90318298339844
Ground Truth ToA: 123.61103820800781, Coarse ToA: 123.04650115966797, Fine ToA: 79.89791870117188
Ground Truth ToA: 93.4977035522461, Coarse ToA: 94.03724670410156, Fine ToA: 93.57842254638672
Ground Truth ToA: 120.40206909179688, Coarse ToA: 121.56298065185547, Fine ToA: 120.28244018554688
Ground Truth ToA: 62.24769973754883, Coarse ToA: 61.06463623046875, Fine ToA: 61.9267463684082
Ground Truth ToA: 78.17463684082031, Coarse ToA: 79.0625991821289, Fine ToA: 77.79449462890625
Ground Truth ToA: 120.64375305175781, Coarse ToA: 122.7759017944336, Fine ToA: 97.91802978515625
Ground Truth ToA: 148.68441772460938, Coarse ToA: 148.61671447753906, Fine ToA: 148.4881134033203
Ground Truth ToA: 146.43255615234375, Coarse ToA: 144.47923278808594, Fine ToA: 145.6309814453125
Ground Truth ToA: 108.19642639160156, Coarse ToA: 110.10457611083984, Fine ToA: 107.90945434570312
Ground Truth ToA: 124.22357940673828, Coarse ToA: 126.02507019042969, Fine ToA: 125.12063598632812
Ground Truth ToA: 116.44403839111328, Coarse ToA: 113.03096008300781, Fine ToA: 53.93646240234375
Ground Truth ToA: 147.8365020751953, Coarse ToA: 147.2296142578125, Fine ToA: 147.21604919433594
Ground Truth ToA: 94.25550079345703, Coarse ToA: 92.38680267333984, Fine ToA: 93.72423553466797
Ground Truth ToA: 112.52044677734375, Coarse ToA: 112.59764099121094, Fine ToA: 111.91868591308594
Ground Truth ToA: 54.9622802734375, Coarse ToA: 54.036643981933594, Fine ToA: 54.355655670166016
Ground Truth ToA: 102.94001007080078, Coarse ToA: 102.58401489257812, Fine ToA: 142.44711303710938
Ground Truth ToA: 109.99044036865234, Coarse ToA: 111.59526062011719, Fine ToA: 109.66360473632812
Ground Truth ToA: 89.89427185058594, Coarse ToA: 89.64910125732422, Fine ToA: 90.08902740478516
Ground Truth ToA: 136.5384063720703, Coarse ToA: 134.47633361816406, Fine ToA: 55.573692321777344
Ground Truth ToA: 52.917152404785156, Coarse ToA: 52.685665130615234, Fine ToA: 52.45941162109375
Ground Truth ToA: 110.40776062011719, Coarse ToA: 111.35382080078125, Fine ToA: 110.18023681640625
Ground Truth ToA: 114.41505432128906, Coarse ToA: 111.95962524414062, Fine ToA: 114.15687561035156
Ground Truth ToA: 112.20512390136719, Coarse ToA: 112.42400360107422, Fine ToA: 112.01800537109375
Ground Truth ToA: 137.62513732910156, Coarse ToA: 138.61907958984375, Fine ToA: 137.21044921875
Ground Truth ToA: 60.133209228515625, Coarse ToA: 60.74130630493164, Fine ToA: 60.42961502075195
Ground Truth ToA: 110.171142578125, Coarse ToA: 108.82884979248047, Fine ToA: 110.11333465576172
Ground Truth ToA: 72.61141204833984, Coarse ToA: 71.43319702148438, Fine ToA: 72.50740051269531
Ground Truth ToA: 66.91093444824219, Coarse ToA: 64.22199249267578, Fine ToA: 66.17727661132812
Ground Truth ToA: 52.924949645996094, Coarse ToA: 54.249900817871094, Fine ToA: 53.993228912353516
Ground Truth ToA: 87.05751037597656, Coarse ToA: 87.7972183227539, Fine ToA: 53.407127380371094
Ground Truth ToA: 142.3085479736328, Coarse ToA: 141.2608642578125, Fine ToA: 141.15933227539062
Ground Truth ToA: 101.54270935058594, Coarse ToA: 103.79671478271484, Fine ToA: 100.57567596435547
Ground Truth ToA: 83.9719009399414, Coarse ToA: 83.71981811523438, Fine ToA: 83.86517333984375
Ground Truth ToA: 144.0962371826172, Coarse ToA: 142.8671112060547, Fine ToA: 143.1491241455078
Ground Truth ToA: 84.77086639404297, Coarse ToA: 85.06257629394531, Fine ToA: 84.46758270263672
Ground Truth ToA: 100.00747680664062, Coarse ToA: 99.59654998779297, Fine ToA: 98.7642822265625
Ground Truth ToA: 86.6234130859375, Coarse ToA: 85.85388946533203, Fine ToA: 97.53873443603516
Ground Truth ToA: 131.16131591796875, Coarse ToA: 132.287353515625, Fine ToA: 130.93682861328125
Ground Truth ToA: 108.54357147216797, Coarse ToA: 107.43726348876953, Fine ToA: 108.43254089355469
Ground Truth ToA: 99.94083404541016, Coarse ToA: 99.20668029785156, Fine ToA: 99.57830810546875
Ground Truth ToA: 73.13839721679688, Coarse ToA: 71.77872467041016, Fine ToA: 61.575252532958984
Ground Truth ToA: 94.34426879882812, Coarse ToA: 91.56062316894531, Fine ToA: 94.68113708496094
Ground Truth ToA: 52.07609176635742, Coarse ToA: 59.52985382080078, Fine ToA: 53.2222785949707
Ground Truth ToA: 149.03231811523438, Coarse ToA: 148.3743438720703, Fine ToA: 148.2229766845703
Ground Truth ToA: 146.8116912841797, Coarse ToA: 143.9850311279297, Fine ToA: 146.3091583251953
Ground Truth ToA: 149.2786865234375, Coarse ToA: 148.03314208984375, Fine ToA: 148.86459350585938
Ground Truth ToA: 141.84532165527344, Coarse ToA: 139.85760498046875, Fine ToA: 141.00555419921875
Ground Truth ToA: 52.248043060302734, Coarse ToA: 52.023860931396484, Fine ToA: 52.337127685546875
Ground Truth ToA: 100.57919311523438, Coarse ToA: 101.23384094238281, Fine ToA: 101.01984405517578
Ground Truth ToA: 65.66667938232422, Coarse ToA: 70.03986358642578, Fine ToA: 66.73249816894531
Ground Truth ToA: 64.3611831665039, Coarse ToA: 64.21839141845703, Fine ToA: 64.47502899169922
Ground Truth ToA: 113.59510803222656, Coarse ToA: 116.030517578125, Fine ToA: 113.34439849853516
Ground Truth ToA: 125.50951385498047, Coarse ToA: 125.77543640136719, Fine ToA: 126.31697082519531
Ground Truth ToA: 131.71543884277344, Coarse ToA: 132.74790954589844, Fine ToA: 132.3739776611328
Ground Truth ToA: 100.8109130859375, Coarse ToA: 100.0516128540039, Fine ToA: 100.41802215576172
Ground Truth ToA: 97.9979476928711, Coarse ToA: 97.8154067993164, Fine ToA: 97.77603912353516
Ground Truth ToA: 142.11114501953125, Coarse ToA: 140.53948974609375, Fine ToA: 142.42431640625
Ground Truth ToA: 85.34583282470703, Coarse ToA: 84.35413360595703, Fine ToA: 114.0411605834961
Ground Truth ToA: 65.83534240722656, Coarse ToA: 65.55253601074219, Fine ToA: 65.95437622070312
Ground Truth ToA: 141.6453857421875, Coarse ToA: 140.3857421875, Fine ToA: 141.91033935546875
Ground Truth ToA: 102.04126739501953, Coarse ToA: 103.11820983886719, Fine ToA: 102.27767181396484
Ground Truth ToA: 53.5988883972168, Coarse ToA: 54.70988845825195, Fine ToA: 53.96951675415039
Ground Truth ToA: 117.9061508178711, Coarse ToA: 116.9024887084961, Fine ToA: 118.04571533203125
Ground Truth ToA: 93.03681182861328, Coarse ToA: 89.8555908203125, Fine ToA: 93.03057861328125
Ground Truth ToA: 123.3071517944336, Coarse ToA: 122.49822235107422, Fine ToA: 123.45565032958984
Ground Truth ToA: 132.9883270263672, Coarse ToA: 134.47274780273438, Fine ToA: 95.58238220214844
Ground Truth ToA: 118.55487060546875, Coarse ToA: 118.40775299072266, Fine ToA: 118.82232666015625
Ground Truth ToA: 104.5737075805664, Coarse ToA: 103.29658508300781, Fine ToA: 104.18599700927734
Ground Truth ToA: 131.33953857421875, Coarse ToA: 130.77841186523438, Fine ToA: 131.58287048339844
Ground Truth ToA: 69.17716979980469, Coarse ToA: 66.98186492919922, Fine ToA: 68.42997741699219
Ground Truth ToA: 104.7049331665039, Coarse ToA: 108.1205062866211, Fine ToA: 105.861572265625
Ground Truth ToA: 53.674434661865234, Coarse ToA: 53.840999603271484, Fine ToA: 53.458099365234375
Ground Truth ToA: 121.96123504638672, Coarse ToA: 120.42359161376953, Fine ToA: 121.73069763183594
Ground Truth ToA: 87.08453369140625, Coarse ToA: 85.04399108886719, Fine ToA: 86.72265625
Ground Truth ToA: 114.70018768310547, Coarse ToA: 115.15521240234375, Fine ToA: 114.383056640625
Ground Truth ToA: 64.50847625732422, Coarse ToA: 63.339393615722656, Fine ToA: 65.05802917480469
Ground Truth ToA: 83.35281372070312, Coarse ToA: 81.53142547607422, Fine ToA: 133.21351623535156
Ground Truth ToA: 128.2611541748047, Coarse ToA: 127.77965545654297, Fine ToA: 127.88551330566406
Ground Truth ToA: 136.852294921875, Coarse ToA: 142.56272888183594, Fine ToA: 122.710205078125
Ground Truth ToA: 118.52714538574219, Coarse ToA: 116.90178680419922, Fine ToA: 118.62236785888672
Ground Truth ToA: 141.97811889648438, Coarse ToA: 140.5723876953125, Fine ToA: 141.1693878173828
Ground Truth ToA: 143.92420959472656, Coarse ToA: 146.75662231445312, Fine ToA: 145.1368408203125
Ground Truth ToA: 66.69635009765625, Coarse ToA: 68.13233184814453, Fine ToA: 66.98845672607422
Ground Truth ToA: 88.65546417236328, Coarse ToA: 88.22325897216797, Fine ToA: 87.98951721191406
Ground Truth ToA: 68.21176147460938, Coarse ToA: 65.61565399169922, Fine ToA: 67.65668487548828
Ground Truth ToA: 58.65441131591797, Coarse ToA: 57.18153762817383, Fine ToA: 58.18233871459961
Ground Truth ToA: 52.01401901245117, Coarse ToA: 52.55904769897461, Fine ToA: 59.20718002319336
Ground Truth ToA: 73.49951171875, Coarse ToA: 70.78533172607422, Fine ToA: 72.71802520751953
Ground Truth ToA: 116.97918701171875, Coarse ToA: 114.6075210571289, Fine ToA: 130.8295135498047
Ground Truth ToA: 131.45201110839844, Coarse ToA: 131.9197998046875, Fine ToA: 131.32504272460938
Ground Truth ToA: 75.66624450683594, Coarse ToA: 80.97403717041016, Fine ToA: 100.04488372802734
Ground Truth ToA: 136.27801513671875, Coarse ToA: 136.10873413085938, Fine ToA: 136.15338134765625
Ground Truth ToA: 100.16007995605469, Coarse ToA: 98.29857635498047, Fine ToA: 100.42916107177734
Ground Truth ToA: 55.22804641723633, Coarse ToA: 58.867496490478516, Fine ToA: 56.204837799072266
Ground Truth ToA: 120.04515075683594, Coarse ToA: 120.69328308105469, Fine ToA: 119.8946533203125
Ground Truth ToA: 73.24626159667969, Coarse ToA: 72.90584564208984, Fine ToA: 72.58238983154297
Ground Truth ToA: 107.661376953125, Coarse ToA: 107.40179443359375, Fine ToA: 133.91978454589844
Ground Truth ToA: 145.10580444335938, Coarse ToA: 144.0918426513672, Fine ToA: 144.86447143554688
Ground Truth ToA: 73.34097290039062, Coarse ToA: 72.31883239746094, Fine ToA: 72.8215103149414
Ground Truth ToA: 124.48197174072266, Coarse ToA: 123.02360534667969, Fine ToA: 124.56700897216797
Ground Truth ToA: 130.44308471679688, Coarse ToA: 129.38748168945312, Fine ToA: 130.11248779296875
Ground Truth ToA: 74.27239990234375, Coarse ToA: 79.1474838256836, Fine ToA: 74.03717803955078
Ground Truth ToA: 128.4091033935547, Coarse ToA: 127.16898345947266, Fine ToA: 127.99042510986328
Ground Truth ToA: 94.10356140136719, Coarse ToA: 96.19656372070312, Fine ToA: 93.25224304199219
Ground Truth ToA: 103.03038787841797, Coarse ToA: 102.45694732666016, Fine ToA: 102.58749389648438
Ground Truth ToA: 52.977561950683594, Coarse ToA: 53.643211364746094, Fine ToA: 53.43925476074219
Ground Truth ToA: 98.055908203125, Coarse ToA: 97.30193328857422, Fine ToA: 98.19540405273438
Ground Truth ToA: 129.1307830810547, Coarse ToA: 127.58956146240234, Fine ToA: 129.0615997314453
Ground Truth ToA: 84.20950317382812, Coarse ToA: 82.95355224609375, Fine ToA: 89.668701171875
Ground Truth ToA: 59.19883346557617, Coarse ToA: 58.14430618286133, Fine ToA: 58.14418029785156
Ground Truth ToA: 106.78147888183594, Coarse ToA: 107.11001586914062, Fine ToA: 106.67205810546875
Ground Truth ToA: 148.50930786132812, Coarse ToA: 147.2154541015625, Fine ToA: 148.1009521484375
Ground Truth ToA: 114.10090637207031, Coarse ToA: 113.49455261230469, Fine ToA: 113.20004272460938
Ground Truth ToA: 114.99000549316406, Coarse ToA: 116.07484436035156, Fine ToA: 116.2154769897461
Ground Truth ToA: 145.91644287109375, Coarse ToA: 143.86863708496094, Fine ToA: 145.52780151367188
Ground Truth ToA: 144.8878936767578, Coarse ToA: 145.41490173339844, Fine ToA: 145.34149169921875
Ground Truth ToA: 59.525482177734375, Coarse ToA: 58.67432403564453, Fine ToA: 70.73667907714844
Ground Truth ToA: 121.9625473022461, Coarse ToA: 121.21012878417969, Fine ToA: 121.65827178955078
Ground Truth ToA: 78.13600158691406, Coarse ToA: 76.4462890625, Fine ToA: 78.228271484375
Ground Truth ToA: 116.902587890625, Coarse ToA: 116.25923919677734, Fine ToA: 116.23344421386719
Ground Truth ToA: 116.98893737792969, Coarse ToA: 115.4073257446289, Fine ToA: 117.15328979492188
Ground Truth ToA: 125.07505798339844, Coarse ToA: 125.77001190185547, Fine ToA: 124.55479431152344
Ground Truth ToA: 88.24443817138672, Coarse ToA: 86.2033462524414, Fine ToA: 63.98662567138672
Ground Truth ToA: 101.1256103515625, Coarse ToA: 101.83155822753906, Fine ToA: 101.1156005859375
Ground Truth ToA: 134.37802124023438, Coarse ToA: 140.8269500732422, Fine ToA: 136.51651000976562
Ground Truth ToA: 68.87301635742188, Coarse ToA: 72.29528045654297, Fine ToA: 69.03124237060547
Ground Truth ToA: 81.35405731201172, Coarse ToA: 81.2826919555664, Fine ToA: 95.03942108154297
Ground Truth ToA: 85.47099304199219, Coarse ToA: 86.27594757080078, Fine ToA: 85.74595642089844
Ground Truth ToA: 126.16719055175781, Coarse ToA: 125.03939056396484, Fine ToA: 124.62966918945312
Ground Truth ToA: 130.97158813476562, Coarse ToA: 132.83421325683594, Fine ToA: 130.92446899414062
Ground Truth ToA: 69.36459350585938, Coarse ToA: 69.07709503173828, Fine ToA: 69.60063934326172
Ground Truth ToA: 140.4265594482422, Coarse ToA: 135.1821746826172, Fine ToA: 139.02139282226562
Ground Truth ToA: 96.7256851196289, Coarse ToA: 95.20569610595703, Fine ToA: 97.07715606689453
Ground Truth ToA: 138.38037109375, Coarse ToA: 138.24961853027344, Fine ToA: 138.3837890625
Ground Truth ToA: 54.444087982177734, Coarse ToA: 53.37910079956055, Fine ToA: 54.15372085571289
Ground Truth ToA: 78.85047149658203, Coarse ToA: 79.42491149902344, Fine ToA: 79.15240478515625
Ground Truth ToA: 62.70958709716797, Coarse ToA: 62.93567657470703, Fine ToA: 62.11394500732422
Ground Truth ToA: 55.841331481933594, Coarse ToA: 53.65782928466797, Fine ToA: 55.14229202270508
Ground Truth ToA: 121.09468841552734, Coarse ToA: 120.62195587158203, Fine ToA: 122.78421020507812
Ground Truth ToA: 117.01757049560547, Coarse ToA: 116.08051300048828, Fine ToA: 116.8704605102539
Ground Truth ToA: 140.25743103027344, Coarse ToA: 138.88088989257812, Fine ToA: 140.48275756835938
Ground Truth ToA: 64.80021667480469, Coarse ToA: 62.97857666015625, Fine ToA: 64.35618591308594
Ground Truth ToA: 139.25779724121094, Coarse ToA: 137.9635009765625, Fine ToA: 138.92745971679688
Ground Truth ToA: 67.67288970947266, Coarse ToA: 67.74266815185547, Fine ToA: 67.41041564941406
Ground Truth ToA: 143.77713012695312, Coarse ToA: 141.80706787109375, Fine ToA: 143.40403747558594
Ground Truth ToA: 134.2161407470703, Coarse ToA: 134.1651153564453, Fine ToA: 134.3104705810547
Ground Truth ToA: 147.68157958984375, Coarse ToA: 148.8352813720703, Fine ToA: 147.86810302734375
Ground Truth ToA: 97.97195434570312, Coarse ToA: 98.7269515991211, Fine ToA: 97.43159484863281
Ground Truth ToA: 139.26844787597656, Coarse ToA: 138.60243225097656, Fine ToA: 139.12490844726562
Ground Truth ToA: 107.0882568359375, Coarse ToA: 108.39008331298828, Fine ToA: 106.36549377441406
Ground Truth ToA: 53.02814865112305, Coarse ToA: 53.4439697265625, Fine ToA: 54.15974807739258
Ground Truth ToA: 100.57685089111328, Coarse ToA: 99.48145294189453, Fine ToA: 59.94943618774414
Ground Truth ToA: 110.93911743164062, Coarse ToA: 111.07502746582031, Fine ToA: 111.51737976074219
Ground Truth ToA: 117.41481018066406, Coarse ToA: 115.66646575927734, Fine ToA: 117.16790008544922
Ground Truth ToA: 125.79376983642578, Coarse ToA: 126.45841217041016, Fine ToA: 125.34190368652344
Ground Truth ToA: 136.16029357910156, Coarse ToA: 140.0433807373047, Fine ToA: 136.69068908691406
Ground Truth ToA: 141.4520721435547, Coarse ToA: 140.51893615722656, Fine ToA: 141.92691040039062
Ground Truth ToA: 127.55992889404297, Coarse ToA: 126.19950103759766, Fine ToA: 127.70156860351562
Ground Truth ToA: 102.59115600585938, Coarse ToA: 102.62090301513672, Fine ToA: 102.97761535644531
Ground Truth ToA: 148.84796142578125, Coarse ToA: 148.36322021484375, Fine ToA: 136.9188232421875
Ground Truth ToA: 126.5003433227539, Coarse ToA: 125.32418823242188, Fine ToA: 126.18351745605469
Ground Truth ToA: 102.09729766845703, Coarse ToA: 101.63189697265625, Fine ToA: 102.01821899414062
Ground Truth ToA: 55.33610534667969, Coarse ToA: 56.5717887878418, Fine ToA: 107.02479553222656
Ground Truth ToA: 140.3780517578125, Coarse ToA: 139.9076385498047, Fine ToA: 139.907958984375
Ground Truth ToA: 86.86285400390625, Coarse ToA: 86.30963134765625, Fine ToA: 87.02753448486328
Ground Truth ToA: 89.96514129638672, Coarse ToA: 86.76864624023438, Fine ToA: 116.57642364501953
Ground Truth ToA: 83.4920425415039, Coarse ToA: 83.9101791381836, Fine ToA: 82.37969207763672
Ground Truth ToA: 140.4775390625, Coarse ToA: 140.01426696777344, Fine ToA: 139.81724548339844
Ground Truth ToA: 132.15480041503906, Coarse ToA: 132.86851501464844, Fine ToA: 132.95375061035156
Ground Truth ToA: 76.24549865722656, Coarse ToA: 75.59626770019531, Fine ToA: 76.43653869628906
Ground Truth ToA: 60.45808792114258, Coarse ToA: 60.20246124267578, Fine ToA: 60.09129333496094
Ground Truth ToA: 69.32345581054688, Coarse ToA: 68.14717864990234, Fine ToA: 69.54867553710938
Ground Truth ToA: 132.02894592285156, Coarse ToA: 130.90794372558594, Fine ToA: 131.73593139648438
Ground Truth ToA: 53.94142150878906, Coarse ToA: 53.68229293823242, Fine ToA: 53.59309005737305
Ground Truth ToA: 143.03671264648438, Coarse ToA: 142.13815307617188, Fine ToA: 142.69778442382812
Ground Truth ToA: 134.3194122314453, Coarse ToA: 133.62973022460938, Fine ToA: 134.7748260498047
Ground Truth ToA: 130.61378479003906, Coarse ToA: 130.78350830078125, Fine ToA: 130.38827514648438
Ground Truth ToA: 126.17916107177734, Coarse ToA: 128.4600372314453, Fine ToA: 107.51411437988281
Ground Truth ToA: 75.45408630371094, Coarse ToA: 75.68513488769531, Fine ToA: 75.31275939941406
Ground Truth ToA: 70.85619354248047, Coarse ToA: 72.19417572021484, Fine ToA: 71.23580932617188
Ground Truth ToA: 142.17884826660156, Coarse ToA: 140.8255615234375, Fine ToA: 142.1964874267578
Ground Truth ToA: 109.6280746459961, Coarse ToA: 109.85969543457031, Fine ToA: 109.5555419921875
Ground Truth ToA: 52.6122932434082, Coarse ToA: 52.066287994384766, Fine ToA: 52.913230895996094
Ground Truth ToA: 71.92778778076172, Coarse ToA: 70.03302764892578, Fine ToA: 72.09839630126953
Ground Truth ToA: 105.22486877441406, Coarse ToA: 104.08162689208984, Fine ToA: 105.04901123046875
Ground Truth ToA: 61.63697052001953, Coarse ToA: 62.67061996459961, Fine ToA: 61.473167419433594
Ground Truth ToA: 131.27113342285156, Coarse ToA: 128.4291229248047, Fine ToA: 144.39402770996094
Ground Truth ToA: 135.24835205078125, Coarse ToA: 133.78297424316406, Fine ToA: 134.94883728027344
Ground Truth ToA: 100.08777618408203, Coarse ToA: 99.61355590820312, Fine ToA: 100.06951141357422
Ground Truth ToA: 140.3198699951172, Coarse ToA: 140.1699676513672, Fine ToA: 141.05015563964844
Ground Truth ToA: 111.97187042236328, Coarse ToA: 111.85230255126953, Fine ToA: 111.50212860107422
Ground Truth ToA: 130.77545166015625, Coarse ToA: 136.5442657470703, Fine ToA: 131.76492309570312
Ground Truth ToA: 139.72769165039062, Coarse ToA: 138.62353515625, Fine ToA: 105.7002944946289
Ground Truth ToA: 79.26741790771484, Coarse ToA: 78.42298889160156, Fine ToA: 80.17124938964844
Ground Truth ToA: 71.83955383300781, Coarse ToA: 70.81610107421875, Fine ToA: 71.07459259033203
Ground Truth ToA: 116.72164154052734, Coarse ToA: 117.43292236328125, Fine ToA: 116.0840835571289
Ground Truth ToA: 124.1584701538086, Coarse ToA: 123.99913024902344, Fine ToA: 124.08741760253906
Ground Truth ToA: 110.25143432617188, Coarse ToA: 108.73084259033203, Fine ToA: 75.49821472167969
Ground Truth ToA: 114.59052276611328, Coarse ToA: 114.29761505126953, Fine ToA: 114.37548828125
Ground Truth ToA: 102.73979949951172, Coarse ToA: 102.94144439697266, Fine ToA: 102.52003479003906
Ground Truth ToA: 53.99571228027344, Coarse ToA: 53.75309753417969, Fine ToA: 143.8732147216797
Ground Truth ToA: 56.350608825683594, Coarse ToA: 57.37122344970703, Fine ToA: 58.61507797241211
Ground Truth ToA: 118.99515533447266, Coarse ToA: 118.01686096191406, Fine ToA: 118.76497650146484
Ground Truth ToA: 82.51376342773438, Coarse ToA: 79.65611267089844, Fine ToA: 82.87952423095703
Ground Truth ToA: 134.8759002685547, Coarse ToA: 135.84982299804688, Fine ToA: 135.067138671875
Ground Truth ToA: 110.39764404296875, Coarse ToA: 108.5794677734375, Fine ToA: 110.22586059570312
Ground Truth ToA: 73.49040222167969, Coarse ToA: 73.15933227539062, Fine ToA: 73.61249542236328
Ground Truth ToA: 70.94503021240234, Coarse ToA: 69.08815002441406, Fine ToA: 71.18392944335938
Ground Truth ToA: 132.25747680664062, Coarse ToA: 131.8030242919922, Fine ToA: 132.1166229248047
Ground Truth ToA: 115.5443344116211, Coarse ToA: 115.20063018798828, Fine ToA: 115.39346313476562
Ground Truth ToA: 57.61137008666992, Coarse ToA: 54.88739013671875, Fine ToA: 108.53123474121094
Ground Truth ToA: 101.51972961425781, Coarse ToA: 101.92851257324219, Fine ToA: 101.22509002685547
Ground Truth ToA: 79.43620300292969, Coarse ToA: 80.46752166748047, Fine ToA: 79.26541900634766
Ground Truth ToA: 104.27002716064453, Coarse ToA: 102.40943145751953, Fine ToA: 103.68395233154297
Ground Truth ToA: 85.34819030761719, Coarse ToA: 85.78216552734375, Fine ToA: 85.08049774169922
Ground Truth ToA: 77.32949829101562, Coarse ToA: 77.41146850585938, Fine ToA: 77.20264434814453
Ground Truth ToA: 72.63884735107422, Coarse ToA: 72.1963882446289, Fine ToA: 97.55167388916016
Ground Truth ToA: 63.28124237060547, Coarse ToA: 62.260677337646484, Fine ToA: 63.15059280395508
Ground Truth ToA: 129.78341674804688, Coarse ToA: 129.24362182617188, Fine ToA: 129.5295867919922
Ground Truth ToA: 137.26048278808594, Coarse ToA: 136.811767578125, Fine ToA: 137.4417724609375
Ground Truth ToA: 106.54728698730469, Coarse ToA: 107.46849060058594, Fine ToA: 106.89036560058594
Ground Truth ToA: 65.02203369140625, Coarse ToA: 64.26921081542969, Fine ToA: 102.05916595458984
Ground Truth ToA: 123.05421447753906, Coarse ToA: 124.85015106201172, Fine ToA: 148.1615753173828
Ground Truth ToA: 105.04862213134766, Coarse ToA: 104.14564514160156, Fine ToA: 104.5546646118164
Ground Truth ToA: 91.4034423828125, Coarse ToA: 90.13294219970703, Fine ToA: 90.39154815673828
Ground Truth ToA: 132.2377166748047, Coarse ToA: 133.46343994140625, Fine ToA: 132.1389923095703
Ground Truth ToA: 149.17494201660156, Coarse ToA: 147.501220703125, Fine ToA: 149.24362182617188
Ground Truth ToA: 106.89131164550781, Coarse ToA: 105.47383117675781, Fine ToA: 106.74891662597656
Ground Truth ToA: 149.19937133789062, Coarse ToA: 147.53060913085938, Fine ToA: 148.6263885498047
Ground Truth ToA: 69.821044921875, Coarse ToA: 73.6162338256836, Fine ToA: 69.25813293457031
Ground Truth ToA: 86.8324966430664, Coarse ToA: 86.30767822265625, Fine ToA: 86.70965576171875
Ground Truth ToA: 107.90039825439453, Coarse ToA: 108.01180267333984, Fine ToA: 107.28863525390625
Ground Truth ToA: 112.88793182373047, Coarse ToA: 113.03533172607422, Fine ToA: 112.49756622314453
